bioguide_id,chamber,job_type,congress_number,congress_start_date,congress_end_date,region_type,region_code,party_name,job_start_date,job_end_date,party_start_date,party_end_date
H000930,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
H000953,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Democrat,,1978-01-13,,
H000956,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Democrat,1978-01-25,1978-11-07,,
H001022,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
I000001,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MO,Democrat,,,,
I000025,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,HI,Democrat,,,,
I000029,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,FL,Democrat,,,,
J000013,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WA,Democrat,,,,
J000033,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IN,Democrat,,,,
J000064,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Republican,,,,
J000072,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,VT,Republican,,,,
J000083,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,GA,Democrat,,,,
J000099,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,SC,Democrat,,,,
J000135,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
J000148,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CO,Republican,,,,
J000189,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Democrat,,,,
J000216,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TN,Democrat,,,,
J000232,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OK,Democrat,,,,
J000256,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NC,Democrat,,,,
J000266,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
K000017,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KS,Republican,1978-12-23,,,
K000019,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Republican,,,,
K000020,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Democrat,,,,
K000025,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
K000077,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,FL,Republican,,,,
K000086,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Republican,,,,
K000105,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MA,Democrat,,,,
K000153,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Republican,,,,
K000162,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KS,Democrat,,,,
K000172,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Democrat,,,,
K000190,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Republican,,,,
K000302,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,1977-12-31,,
K000319,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
K000325,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
K000333,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
L000020,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Republican,,,,
L000116,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Republican,,,,
L000148,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NV,Republican,,,,
L000169,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IA,Republican,,,,
L000174,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,VT,Democrat,,,,
L000187,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
L000221,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
L000226,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,FL,Democrat,,,,
L000243,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Republican,,,,
L000265,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,GA,Democrat,,,,
L000371,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Republican,,,,
L000379,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
L000381,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TN,Democrat,,,,
L000413,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Democrat,,,,
L000417,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Democrat,,,,
L000428,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Democrat,,,,
L000447,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MS,Republican,,,,
L000504,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IN,Republican,1977-01-03,,,
L000506,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NM,Republican,,,,
L000508,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
L000516,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
L000556,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
L000561,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,1978-12-14,,
M000041,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
M000053,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WA,Democrat,,,,
M000058,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
M000065,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,TX,Democrat,1977-01-03,,,
M000105,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,SC,Democrat,,,,
M000133,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MA,Democrat,,,,
M000136,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
M000139,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,MT,Republican,,,,
M000143,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,UT,Republican,,,,
M000183,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NC,Republican,,,,
M000241,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Republican,,,,
M000244,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,GA,Democrat,,,,
M000250,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,HI,Democrat,1977-01-03,,,
M000260,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
M000291,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KY,Democrat,,,,
M000332,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AR,Democrat,,1977-11-28,,
M000340,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
M000343,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Republican,,,,
M000346,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,ID,Republican,,,,
M000365,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WA,Democrat,,,,
M000399,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
M000413,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,GA,Democrat,,,,
M000433,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Republican,,,,
M000436,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,1978-12-31,,
M000452,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,SD,Democrat,,,,
M000473,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
M000486,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NH,Democrat,,1979-01-03,,
M000490,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,UT,Democrat,,,,
M000527,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CT,Republican,,,,
M000626,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WA,Democrat,,,,
M000635,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MT,Democrat,1977-01-03,,,
M000671,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MT,Democrat,,1978-01-12,,
M000675,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
M000678,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
M000685,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
M000692,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
M000702,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Democrat,,,,
M000703,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
M000708,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
M000718,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Republican,,,,
M000725,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
M000794,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
M000796,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
M000808,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Republican,,,,
M000826,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Democrat,,,,
M000834,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MA,Democrat,,,,
M000839,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CT,Democrat,,,,
M000845,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WV,Democrat,,,,
M000851,Vice President,OtherJob,95,1977-01-03,1979-01-03,CountryRegion,US,Democrat,1977-01-20,,,
M000865,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MS,Democrat,,,,
M000923,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Republican,,,,
M000926,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Republican,,,,
M000930,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
M000956,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NC,Democrat,,,,
M001035,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,1978-12-31,,
M001044,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
M001054,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,1977-01-03,,,
M001088,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
M001098,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
M001101,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
M001120,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
M001121,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,ME,Democrat,,,,
M001128,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
M001130,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IN,Republican,,,,
M001132,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
N000009,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KY,Democrat,,,,
N000016,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NC,Democrat,,,,
N000019,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Democrat,,,,
N000033,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Democrat,,,,
N000095,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AL,Democrat,,,,
N000113,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
N000127,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Democrat,,,,
N000163,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
N000171,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,GA,Democrat,,,,
O000001,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
O000006,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Democrat,,,,
O000007,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Democrat,,,,
O000010,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
O000098,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MA,Democrat,,,,
O000098,Speaker Of The House,CongressLeadershipJob,95,1977-01-03,1979-01-03,,,Democrat,,,,
O000134,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
P000009,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OR,Republican,,,,
P000047,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
P000106,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
P000121,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
P000134,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
P000166,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KS,Republican,,1978-12-23,,
P000170,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
P000193,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,RI,Democrat,,,,
P000218,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,FL,Democrat,,,,
P000222,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
P000230,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KY,Democrat,,,,
P000273,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Republican,,,,
P000328,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
P000348,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
P000398,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,TX,Democrat,1977-01-03,1978-12-31,,
P000513,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,SD,Republican,,,,
P000520,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NC,Democrat,,,,
P000522,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
P000546,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WA,Republican,,,,
P000553,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Democrat,,,,
P000574,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Republican,,,,
Q000007,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,IN,Republican,1977-01-03,,,
Q000010,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Republican,,,,
Q000013,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TN,Republican,,,,
R000011,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WV,Democrat,,,,
R000012,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Republican,,,,
R000046,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WV,Democrat,,,,
R000053,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
R000141,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Republican,,,,
R000165,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Democrat,,,,
R000188,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AZ,Republican,,,,
R000191,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CT,Democrat,,,,
R000232,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
R000249,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Democrat,,,,
R000262,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Republican,,,,
R000268,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OK,Democrat,,,,
R000312,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,,,
R000337,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,VA,Republican,,,,
R000363,Vice President,OtherJob,95,1977-01-03,1979-01-03,CountryRegion,US,Republican,,,,
R000374,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
R000383,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
R000401,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,FL,Democrat,,,,
R000421,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,WY,Democrat,,1978-12-30,,
R000423,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
R000436,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NC,Democrat,,,,
R000442,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
R000458,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
R000460,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,DE,Republican,,,,
R000469,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Republican,,,,
R000485,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
R000495,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AZ,Republican,,,,
R000510,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NM,Democrat,,,,
R000512,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Republican,,,,
R000543,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
R000558,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
S000058,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NV,Democrat,,,,
S000062,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CT,Republican,,,,
S000064,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Democrat,1977-01-03,,,
S000068,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TN,Democrat,1977-01-03,,,
S000070,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,VA,Democrat,,,,
S000087,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Republican,,,,
S000124,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
S000132,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NM,Republican,1977-01-03,,,
S000142,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CO,Democrat,,,,
S000146,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
S000159,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
S000189,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,VA,Republican,,1979-01-01,,
S000217,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KS,Republican,,,,
S000230,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
S000294,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IN,Democrat,,,,
S000367,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
S000394,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
S000406,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,DistrictRegion,FL,Democrat,1977-01-03,,,
S000423,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
S000429,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WY,Republican,1979-01-01,,,
S000454,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
S000465,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MO,Democrat,,,,
S000472,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KS,Republican,,1978-12-31,,
S000473,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WV,Democrat,,,,
S000596,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IA,Democrat,,,,
S000622,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NE,Republican,,,,
S000669,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,KY,Republican,,,,
S000673,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
S000701,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AL,Democrat,,1979-01-03,,
S000716,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Democrat,,,,
S000718,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,SC,Republican,,,,
S000762,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,RI,Democrat,,,,
S000776,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,VT,Republican,,,,
S000778,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WV,Democrat,,,,
S000795,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Republican,,,,
S000804,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Republican,,,,
S000810,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
S000829,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OK,Democrat,,,,
S000844,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MD,Republican,,,,
S000847,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WI,Republican,,1978-12-04,,
S000852,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MS,Democrat,,,,
S000888,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AK,Republican,,,,
S000890,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,IL,Democrat,,,,
S000907,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AL,Democrat,1978-11-08,,,
S000935,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Republican,,,,
S000948,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
S000962,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,FL,Democrat,,,,
S000997,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NY,Democrat,,,,
S001040,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MA,Democrat,,,,
S001044,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AZ,Democrat,,,,
S001138,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,ID,Republican,,,,
T000035,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,GA,Democrat,,,,
T000075,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MO,Republican,,,,
T000110,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Democrat,,1978-12-31,,
T000200,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NJ,Democrat,,,,
T000234,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,NE,Republican,,,,
T000243,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AR,Democrat,,,,
T000254,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,SC,Republican,,,,
T000310,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Democrat,1977-01-03,1977-05-04,,
T000322,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,TX,Republican,,,,
T000356,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Democrat,,,,
T000362,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Republican,,,,
T000367,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,VA,Republican,,,,
T000393,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MA,Democrat,,,,
T000400,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AR,Democrat,,,,
U000001,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,AZ,Democrat,,,,
U000004,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OR,Democrat,,,,
V000024,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,CA,Democrat,,,,
V000027,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MI,Republican,,,,
V000047,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,OH,Democrat,,,,
V000087,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MN,Democrat,,,,
V000112,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,MO,Democrat,,,,
W000018,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,LA,Democrat,,,,
W000044,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Democrat,,,,
W000068,Representative,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,PA,Republican,,,,
W000092,Senator,CongressMemberJob,95,1977-01-03,1979-01-03,StateRegion,WY,Republican,1977-01-03,,,
