bioguide_id,chamber,job_type,congress_number,congress_start_date,congress_end_date,region_type,region_code,party_name,job_start_date,job_end_date,party_start_date,party_end_date
B000711,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
B000780,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Democrat,,,,
B000817,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OK,Democrat,,,,
B000880,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
B000890,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Republican,,,,
B000897,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Democrat,,,,
B000918,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
B000919,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CO,Republican,,,,
B000971,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
B000993,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NV,Democrat,,,,
B000997,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
B001057,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AR,Democrat,,,,
B001066,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KY,Republican,,,,
B001076,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ND,Democrat,1992-09-12,1992-12-14,,
B001077,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ND,Democrat,,1992-09-08,,
B001126,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MT,Republican,,,,
B001149,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Republican,,,,
B001166,President,OtherJob,102,1991-01-03,1993-01-03,CountryRegion,US,Republican,,,,
B001172,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
B001210,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WV,Democrat,,,,
B001220,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MD,Democrat,,,,
B001225,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NJ,Democrat,,,,
C000052,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Republican,,,,
C000071,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Republican,,,,
C000077,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CO,Democrat,,,,
C000100,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
C000141,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MD,Democrat,,,,
C000174,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,DistrictRegion,DE,Democrat,,,,
C000178,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
C000269,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,RI,Republican,,,,
C000293,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WA,Republican,,,,
C000312,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
C000488,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Democrat,,,,
C000494,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NC,Democrat,,,,
C000503,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,,,,
C000523,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Republican,,,,
C000542,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Republican,,,,
C000556,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NC,Republican,,,,
C000567,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MS,Republican,,,,
C000598,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ME,Republican,,,,
C000618,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Republican,,,,
C000621,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
C000633,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
C000634,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
C000646,Resident Commissioner,CongressMemberJob,102,1991-01-03,1993-01-03,TerritoryRegion,PR,Popular Democrat,,,,
C000653,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Republican,,,,
C000670,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
C000705,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ND,Democrat,1992-12-14,,,
C000709,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Republican,,,,
C000714,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
C000754,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,,,,
C000794,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
C000807,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Republican,,,,
C000830,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
C000836,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
C000846,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,,,
C000858,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ID,Republican,,,,
C000868,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Democrat,,,,
C000873,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Republican,,,,
C000877,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,1993-01-03,,
C000994,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
D000018,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
D000030,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Republican,,,,
D000044,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
D000051,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Democrat,,,,
D000064,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,SD,Democrat,,,,
D000131,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Republican,,,,
D000185,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AZ,Democrat,,,,
D000191,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OR,Democrat,,,,
D000203,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
D000209,Delegate,CongressMemberJob,102,1991-01-03,1993-01-03,TerritoryRegion,VI,Democrat,,,,
D000216,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Democrat,,,,
D000217,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Republican,,,,
D000222,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
D000267,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,SC,Democrat,,,,
D000326,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Republican,,,,
D000327,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WA,Democrat,,,,
D000355,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
D000366,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,1993-01-03,,
D000373,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
D000388,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Democrat,,,,
D000401,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KS,Republican,,,,
D000407,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NM,Republican,,,,
D000416,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
D000424,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
D000429,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
D000432,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,DistrictRegion,ND,Democrat,,,,
D000432,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ND,Democrat,1992-12-14,,,
D000435,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
D000471,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
D000492,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
D000533,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Republican,,,,
D000563,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
D000566,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MN,Republican,,,,
D000586,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NJ,Democrat,,,,
D000592,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
E000013,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
E000031,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Democrat,,,,
E000063,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
E000064,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
E000077,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OK,Republican,,,,
E000174,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Republican,,,,
E000179,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
E000184,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OK,Democrat,,,,
E000201,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Democrat,,,,
E000218,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MS,Democrat,,,,
E000250,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
E000282,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Republican,,,,
E000284,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NE,Democrat,,,,
F000010,Delegate,CongressMemberJob,102,1991-01-03,1993-01-03,TerritoryRegion,AS,Democrat,,,,
F000041,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Democrat,,,,
F000049,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Republican,,,,
F000053,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
F000059,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Democrat,,,,
F000062,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,1992-11-04,,,
F000111,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Republican,,,,
F000141,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
F000184,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
F000235,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,,,
F000239,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WA,Democrat,,,,
F000239,Speaker Of The House,CongressLeadershipJob,102,1991-01-03,1993-01-03,,,Democrat,,,,
F000261,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,,,,
F000268,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KY,Democrat,,,,
F000270,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
F000329,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Democrat,,1993-01-03,,
F000339,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
F000348,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Republican,,,,
F000392,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
F000435,Resident Commissioner,CongressMemberJob,102,1991-01-03,1993-01-03,TerritoryRegion,PR,Popular Democrat,,,,
G000021,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
G000025,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NJ,Republican,,,,
G000072,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,UT,Republican,,1993-01-03,,
G000105,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,,,
G000120,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Democrat,,,,
G000121,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Republican,,,,
G000132,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Democrat,,,,
G000134,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
G000153,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Democrat,,,,
G000180,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MD,Republican,,,,
G000210,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Republican,,,,
G000212,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
G000225,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Republican,,,,
G000236,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Democrat,,,,
G000240,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KS,Democrat,,,,
G000272,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
G000291,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Republican,,,,
G000309,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,,,,
G000321,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,,1993-01-02,,
G000333,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WA,Republican,,,,
G000336,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Republican,,,,
G000349,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Republican,,,,
G000352,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Democrat,,,,
G000365,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Republican,,,,
G000371,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IA,Republican,,,,
G000386,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IA,Republican,,,,
G000402,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,1991-09-11,,
G000417,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
G000511,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NJ,Democrat,,,,
G000524,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WI,Republican,,,,
H000067,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
H000074,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Democrat,,,,
H000114,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Democrat,,,,
H000124,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AR,Republican,,,,
H000151,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Republican,,,,
H000172,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,UT,Republican,,,,
H000206,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IA,Democrat,,,,
H000236,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Democrat,,,,
H000323,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Republican,,,,
H000338,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,UT,Republican,,,,
H000340,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Democrat,,,,
H000343,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OR,Republican,,,,
H000388,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
H000390,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Democrat,,,,
H000444,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CO,Republican,,,,
H000445,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AL,Democrat,,,,
H000448,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NC,Democrat,,,,
H000456,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Republican,,1991-04-04,,
H000463,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NC,Republican,,,,
H000514,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Republican,,,,
H000528,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
H000547,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
H000652,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NE,Democrat,,,,
H000666,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Republican,,,,
H000670,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
H000725,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,SC,Democrat,,,,
H000729,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Republican,,,,
H000776,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KY,Republican,,,,
H000788,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MO,Democrat,,,,
H000797,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
H000814,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
H000874,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MD,Democrat,,,,
H000878,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KY,Democrat,,,,
H000901,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Democrat,,,,
H000930,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NJ,Democrat,,,,
H000981,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
H001018,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Democrat,,,,
H001022,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Republican,,,,
I000024,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OK,Republican,,,,
I000025,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,HI,Democrat,,,,
I000029,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Republican,,,,
J000033,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Democrat,,,,
J000047,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Republican,,,,
J000070,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Democrat,,,,
J000072,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,VT,Republican,,,,
J000083,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Democrat,,,,
J000163,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Republican,,,,
J000174,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Republican,,,,
J000177,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,DistrictRegion,SD,Democrat,,,,
J000187,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Democrat,,,,
J000189,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Democrat,,,,
J000211,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Democrat,,,,
J000256,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NC,Democrat,,,,
J000265,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Democrat,,,,
K000008,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,,,
K000009,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Democrat,,,,
K000016,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Republican,,,,
K000017,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,KS,Republican,,,,
K000019,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WI,Republican,,1993-01-03,,
K000105,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
K000110,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
K000118,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Democrat,,,,
K000146,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NE,Democrat,,,,
K000148,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
K000172,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
K000259,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WI,Democrat,,,,
K000274,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WI,Republican,,,,
K000305,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,WI,Democrat,,,,
K000306,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AZ,Republican,,,,
K000307,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,,,
K000312,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OR,Democrat,,,,
K000319,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,PA,Democrat,,,,
K000352,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,AZ,Republican,,,,
L000020,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
L000045,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NC,Democrat,,,,
L000090,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
L000098,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,ID,Democrat,,,,
L000119,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TX,Democrat,,,,
L000123,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NJ,Democrat,,,,
L000169,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IA,Republican,,,,
L000174,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,VT,Democrat,,,,
L000225,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
L000226,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Democrat,,,,
L000243,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
L000261,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
L000263,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MI,Democrat,,,,
L000264,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
L000274,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
L000287,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,GA,Democrat,,,,
L000295,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Republican,,,,
L000304,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CT,Democrat,,,,
L000305,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IA,Republican,,,,
L000342,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Democrat,,,,
L000371,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,LA,Republican,,,,
L000381,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,,,,
L000420,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Democrat,,,,
L000447,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MS,Republican,,,,
L000479,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Republican,,,,
L000480,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
L000504,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IN,Republican,,,,
L000507,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,OH,Democrat,,,,
L000556,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
M000015,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,RI,Republican,,,,
M000019,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,FL,Republican,,,,
M000041,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,IL,Republican,,,,
M000117,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Democrat,,,,
M000133,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
M000139,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,DistrictRegion,MT,Republican,,,,
M000174,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,NY,Republican,,,,
M000206,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
M000236,Senator,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,TN,Democrat,1993-01-02,,,
M000249,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,CA,Democrat,,,,
M000264,Representative,CongressMemberJob,102,1991-01-03,1993-01-03,StateRegion,MA,Democrat,,,,
