94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
P000553,R000012,R000188,R000012,R000277,R000383,R000262,R000262,R000122,Q000007,Q000016,R000146,R000386,R000258,R000011,R000122,R000033,P000594,R000122,R000361,R000578,R000395,R000601,R000515,R000575
P000583,R000046,R000191,R000046,R000307,R000384,R000277,R000277,R000141,Q000013,R000004,R000170,R000395,R000281,R000033,R000141,R000053,P000595,R000146,R000395,R000580,R000409,R000602,R000575,R000576
Q000010,R000053,R000232,R000053,R000337,R000395,R000307,R000295,R000146,Q000016,R000011,R000229,R000409,R000307,R000053,R000146,R000122,P000596,R000170,R000409,R000582,R000435,R000603,R000576,R000579
Q000013,R000141,R000249,R000067,R000374,R000436,R000354,R000307,R000189,R000011,R000033,R000252,R000417,R000361,R000122,R000170,R000141,P000597,R000307,R000435,R000583,R000486,R000605,R000577,R000584
R000012,R000165,R000262,R000141,R000383,R000458,R000361,R000354,R000229,R000033,R000053,R000258,R000435,R000385,R000141,R000307,R000146,P000598,R000361,R000486,R000584,R000487,R000606,R000579,R000595
R000041,R000188,R000277,R000165,R000384,R000459,R000374,R000361,R000243,R000053,R000122,R000281,R000460,R000395,R000146,R000361,R000170,P000599,R000395,R000487,R000585,R000515,R000607,R000584,R000599
R000046,R000191,R000312,R000188,R000395,R000460,R000383,R000383,R000249,R000072,R000141,R000295,R000462,R000409,R000170,R000395,R000307,P000600,R000409,R000515,R000586,R000570,R000608,R000585,R000600
R000053,R000232,R000337,R000232,R000436,R000465,R000384,R000395,R000252,R000122,R000146,R000307,R000465,R000435,R000307,R000409,R000361,Q000023,R000435,R000570,R000587,R000575,R000609,R000588,R000603
R000134,R000249,R000374,R000249,R000442,R000481,R000395,R000409,R000262,R000141,R000178,R000361,R000486,R000462,R000361,R000435,R000395,R000004,R000462,R000572,R000588,R000576,R000610,R000595,R000605
R000141,R000262,R000383,R000262,R000458,R000482,R000436,R000435,R000277,R000146,R000229,R000385,R000487,R000465,R000395,R000462,R000409,R000011,R000486,R000575,R000589,R000577,R000611,R000597,R000606
R000165,R000268,R000436,R000277,R000459,R000485,R000458,R000436,R000295,R000178,R000252,R000386,R000515,R000486,R000409,R000486,R000435,R000053,R000487,R000576,R000591,R000578,R000612,R000599,R000608
R000188,R000312,R000442,R000307,R000460,R000495,R000459,R000458,R000307,R000229,R000281,R000395,R000566,R000487,R000435,R000487,R000462,R000122,R000515,R000577,R000592,R000580,R000613,R000600,R000609
R000191,R000337,R000458,R000308,R000465,R000497,R000460,R000459,R000361,R000243,R000295,R000409,R000568,R000515,R000462,R000515,R000486,R000146,R000570,R000578,R000593,R000582,R000614,R000602,R000610
R000232,R000363,R000459,R000337,R000481,R000543,R000465,R000460,R000383,R000249,R000307,R000417,R000569,R000566,R000486,R000566,R000487,R000170,R000571,R000580,R000595,R000583,R000615,R000603,R000612
R000249,R000374,R000460,R000374,R000485,S000005,R000481,R000465,R000385,R000295,R000361,R000435,R000570,R000568,R000487,R000569,R000515,R000307,R000572,R000582,R000597,R000584,R000616,R000605,R000614
R000262,R000383,R000469,R000383,R000495,S000055,R000482,R000481,R000395,R000307,R000385,R000460,S000005,R000569,R000515,R000570,R000568,R000361,R000573,R000583,R000598,R000585,S000033,R000606,R000615
R000268,R000401,R000485,R000384,R000497,S000064,R000485,R000482,R000409,R000361,R000395,R000462,S000018,R000570,R000566,R000571,R000569,R000395,R000575,R000584,R000599,R000586,S000148,R000608,R000617
R000312,R000421,R000489,R000395,R000543,S000068,R000497,R000485,R000435,R000385,R000409,R000465,S000030,R000571,R000568,R000572,R000570,R000409,R000576,R000585,R000600,R000588,S000185,R000609,R000618
R000337,R000423,R000495,R000436,S000005,S000081,R000543,R000497,R000436,R000395,R000417,R000486,S000033,R000572,R000569,R000573,R000571,R000435,R000577,R000586,R000601,R000591,S000244,R000610,R000619
R000363,R000436,R000497,R000442,S000064,S000097,S000005,R000543,R000458,R000409,R000435,R000487,S000044,R000573,R000570,R000574,R000572,R000462,R000578,R000587,R000602,R000592,S000248,R000612,S000033
R000374,R000442,R000510,R000458,S000068,S000109,S000014,S000005,R000459,R000417,R000436,R000515,S000059,S000005,R000571,R000575,R000573,R000486,R000580,R000588,R000603,R000593,S000320,R000614,S000148
R000383,R000458,R000543,R000459,S000081,S000124,S000055,S000014,R000460,R000435,R000459,R000566,S000064,S000030,R000572,R000576,R000574,R000487,R000581,R000589,R000604,R000595,S000344,R000615,S000168
R000401,R000460,S000005,R000460,S000087,S000136,S000064,S000055,R000465,R000436,R000460,R000567,S000094,S000033,R000573,R000577,R000575,R000515,R000582,R000591,R000605,R000597,S000364,S000033,S000185
R000421,R000469,S000058,R000465,S000097,S000142,S000068,S000056,R000481,R000458,R000465,R000568,S000097,S000044,R000574,R000578,R000576,R000568,R000583,R000592,S000018,R000598,S000510,S000148,S000250
R000423,R000485,S000064,R000469,S000109,S000143,S000081,S000064,R000485,R000459,R000486,S000005,S000106,S000059,R000575,S000005,R000577,R000570,R000584,R000593,S000030,R000599,S000522,S000168,S000344
R000436,R000495,S000068,R000485,S000124,S000146,S000094,S000066,R000497,R000460,R000487,S000018,S000112,S000064,R000576,S000030,R000578,R000571,R000585,R000594,S000033,R000600,S000770,S000185,S000510
R000442,R000510,S000070,R000495,S000136,S000148,S000097,S000068,R000543,R000465,R000515,S000030,S000148,S000094,R000577,S000033,R000580,R000572,R000586,R000595,S000148,R000601,S001145,S000250,S000522
R000458,R000512,S000087,R000497,S000142,S000230,S000109,S000081,S000005,R000481,R000566,S000033,S000185,S000097,S000005,S000059,R000581,R000573,R000587,R000596,S000185,R000602,S001148,S000320,S000770
R000460,R000543,S000124,R000543,S000146,S000244,S000124,S000094,S000033,R000486,S000005,S000044,S000244,S000106,S000030,S000064,S000030,R000575,R000588,R000597,S000244,R000603,S001150,S000344,S000929
R000467,R000558,S000132,S000005,S000148,S000294,S000136,S000097,S000055,R000487,S000018,S000059,S000248,S000112,S000033,S000097,S000033,R000576,R000589,R000598,S000248,R000604,S001156,S000510,S001135
R000469,S000058,S000142,S000058,S000230,S000303,S000142,S000109,S000056,R000515,S000033,S000064,S000250,S000148,S000044,S000148,S000097,R000577,R000590,R000599,S000250,R000605,S001157,S000522,S001145
R000485,S000062,S000146,S000064,S000244,S000320,S000143,S000124,S000059,S000005,S000059,S000094,S000275,S000185,S000059,S000185,S000148,R000578,R000591,S000018,S000320,R000606,S001165,S000770,S001148
R000510,S000064,S000159,S000068,S000286,S000393,S000146,S000125,S000064,S000033,S000064,S000097,S000303,S000244,S000064,S000244,S000185,R000580,R000592,S000030,S000344,R000607,S001168,S000929,S001150
R000512,S000068,S000217,S000081,S000294,S000394,S000148,S000136,S000066,S000056,S000094,S000106,S000320,S000248,S000097,S000248,S000244,R000581,R000593,S000033,S000364,R000608,S001172,S001135,S001156
R000543,S000070,S000230,S000087,S000303,S000407,S000244,S000142,S000068,S000059,S000097,S000109,S000344,S000250,S000148,S000250,S000248,R000582,R000594,S000148,S000480,R000609,S001175,S001145,S001157
R000558,S000087,S000244,S000124,S000320,S000409,S000294,S000143,S000081,S000064,S000106,S000112,S000364,S000275,S000185,S000275,S000250,R000583,R000595,S000185,S000510,S000033,S001176,S001148,S001159
S000058,S000124,S000286,S000132,S000393,S000423,S000303,S000146,S000094,S000066,S000109,S000125,S000394,S000303,S000244,S000303,S000275,R000584,S000030,S000244,S000522,S000148,S001177,S001150,S001168
S000062,S000132,S000294,S000136,S000394,S000429,S000320,S000148,S000097,S000068,S000125,S000148,S000453,S000320,S000248,S000320,S000320,R000585,S000033,S000248,S000583,S000185,S001180,S001156,S001172
S000064,S000142,S000320,S000142,S000407,S000453,S000393,S000244,S000109,S000094,S000142,S000185,S000463,S000344,S000250,S000344,S000344,S000030,S000148,S000250,S000770,S000244,S001181,S001157,S001176
S000070,S000146,S000393,S000146,S000409,S000463,S000394,S000248,S000124,S000097,S000148,S000244,S000465,S000364,S000275,S000364,S000364,S000033,S000185,S000320,S001141,S000248,S001183,S001159,S001177
S000124,S000159,S000394,S000148,S000423,S000465,S000407,S000294,S000125,S000109,S000185,S000248,S000480,S000394,S000303,S000465,S000465,S000148,S000244,S000344,S001145,S000250,S001184,S001165,S001181
S000135,S000189,S000423,S000230,S000429,S000477,S000423,S000303,S000142,S000119,S000213,S000250,S000510,S000453,S000320,S000480,S000480,S000185,S000248,S000364,S001148,S000320,S001185,S001168,S001183
S000142,S000217,S000429,S000244,S000453,S000479,S000429,S000320,S000146,S000125,S000244,S000275,S000522,S000463,S000344,S000510,S000510,S000244,S000250,S000480,S001150,S000344,S001187,S001172,S001184
S000146,S000230,S000465,S000282,S000463,S000522,S000453,S000393,S000148,S000142,S000248,S000303,S000583,S000465,S000364,S000522,S000522,S000248,S000320,S000510,S001154,S000364,S001189,S001175,S001185
S000159,S000294,S000473,S000286,S000465,S000527,S000462,S000394,S000244,S000148,S000275,S000320,S000597,S000480,S000465,S000583,S000583,S000250,S000344,S000522,S001156,S000480,S001190,S001176,S001189
S000174,S000367,S000596,S000294,S000477,S000586,S000463,S000407,S000248,S000185,S000303,S000344,S000606,S000510,S000480,S000663,S000663,S000275,S000364,S000583,S001157,S000510,S001191,S001177,S001190
S000189,S000394,S000622,S000303,S000522,S000596,S000465,S000423,S000269,S000244,S000320,S000364,S000663,S000522,S000510,S000672,S000672,S000320,S000480,S000770,S001165,S000522,S001192,S001180,S001191
S000217,S000406,S000663,S000320,S000527,S000606,S000477,S000429,S000294,S000248,S000394,S000394,S000672,S000583,S000522,S000709,S000709,S000344,S000510,S000937,S001168,S000583,S001193,S001181,S001192
S000230,S000423,S000669,S000393,S000586,S000607,S000479,S000453,S000303,S000294,S000423,S000453,S000709,S000597,S000583,S000749,S000749,S000364,S000522,S001141,S001172,S000770,S001194,S001183,S001193
S000294,S000429,S000673,S000394,S000596,S000622,S000480,S000462,S000320,S000303,S000429,S000462,S000718,S000606,S000597,S000770,S000770,S000465,S000583,S001145,S001175,S001141,S001195,S001184,S001194
S000367,S000454,S000675,S000409,S000607,S000663,S000522,S000463,S000394,S000320,S000453,S000463,S000749,S000663,S000663,S000810,S000810,S000480,S000663,S001148,S001176,S001145,S001196,S001185,S001195
S000388,S000465,S000716,S000423,S000622,S000669,S000527,S000465,S000407,S000332,S000462,S000465,S000770,S000672,S000672,S000822,S000822,S000510,S000770,S001150,S001177,S001148,S001197,S001187,S001196
S000394,S000472,S000718,S000429,S000663,S000673,S000583,S000477,S000423,S000394,S000463,S000480,S000810,S000709,S000709,S000888,S000888,S000522,S000810,S001154,S001179,S001150,S001198,S001189,S001197
S000406,S000473,S000762,S000463,S000669,S000675,S000586,S000479,S000429,S000423,S000465,S000510,S000822,S000718,S000749,S001004,S001045,S000583,S000822,S001156,S001180,S001154,S001199,S001190,S001198
S000423,S000596,S000772,S000465,S000673,S000709,S000596,S000480,S000453,S000429,S000480,S000522,S000851,S000749,S000770,S001045,S001078,S000663,S001141,S001157,S001181,S001156,S001200,S001191,S001199
S000454,S000622,S000776,S000514,S000675,S000718,S000606,S000522,S000462,S000453,S000522,S000583,S000888,S000770,S000810,S001078,S001141,S000672,S001145,S001162,S001183,S001157,S001201,S001192,S001200
S000472,S000669,S000778,S000522,S000709,S000749,S000607,S000527,S000463,S000462,S000583,S000587,S001004,S000810,S000822,S001141,S001142,S000709,S001148,S001165,S001184,S001165,S001203,S001193,S001201
S000473,S000673,S000795,S000527,S000718,S000762,S000622,S000583,S000465,S000463,S000587,S000597,S001044,S000822,S000851,S001142,S001143,S000749,S001150,S001168,S001185,S001168,S001204,S001194,S001203
S000596,S000701,S000804,S000579,S000749,S000776,S000663,S000584,S000477,S000465,S000597,S000606,S001045,S000851,S000888,S001143,S001144,S000770,S001154,S001170,S001187,S001170,S001205,S001195,S001205
S000622,S000716,S000810,S000596,S000762,S000779,S000673,S000586,S000479,S000477,S000606,S000607,S001078,S000888,S001004,S001144,S001145,S000810,S001155,S001172,S001188,S001172,S001206,S001196,S001207
S000669,S000718,S000829,S000622,S000776,S000785,S000675,S000596,S000480,S000480,S000663,S000662,S001141,S001004,S001045,S001145,S001148,S000822,S001156,S001175,S001189,S001175,S001207,S001197,S001208
S000673,S000762,S000851,S000663,S000779,S000795,S000709,S000601,S000522,S000522,S000675,S000663,S001142,S001044,S001078,S001146,S001150,S001045,S001157,S001176,S001191,S001176,S001208,S001198,S001209
S000701,S000776,S000852,S000669,S000795,S000810,S000718,S000606,S000583,S000583,S000709,S000672,S001143,S001045,S001141,S001148,S001153,S001141,S001162,S001177,S001192,S001177,S001209,S001199,S001211
S000716,S000778,S000888,S000673,S000810,S000851,S000749,S000607,S000586,S000596,S000718,S000675,S001144,S001078,S001142,S001149,S001154,S001143,S001164,S001179,S001193,S001180,S001210,S001200,S001212
S000718,S000795,S000890,S000675,S000851,S000852,S000762,S000622,S000596,S000597,S000749,S000709,S001145,S001141,S001143,S001150,S001155,S001145,S001165,S001180,S001194,S001181,S001211,S001201,S001213
S000762,S000804,S000902,S000709,S000852,S000888,S000776,S000663,S000606,S000606,S000810,S000718,S001146,S001142,S001144,S001152,S001156,S001148,S001168,S001181,S001195,S001183,S001212,S001203,S001214
S000776,S000810,S000907,S000718,S000888,S000948,S000779,S000673,S000607,S000607,S000822,S000749,S001147,S001143,S001145,S001153,S001157,S001150,S001171,S001183,S001196,S001184,S001213,S001204,S001215
S000778,S000829,S000935,S000762,S000948,S000991,S000785,S000675,S000663,S000663,S000851,S000770,S001148,S001144,S001146,S001154,S001158,S001153,S001172,S001184,S001197,S001185,S001214,S001205,S001216
S000803,S000844,S000948,S000776,S000997,S000997,S000795,S000709,S000673,S000675,S000888,S000810,S001149,S001145,S001148,S001155,S001162,S001154,S001174,S001185,S001198,S001187,S001215,S001207,S001217
S000804,S000847,S000962,S000795,S001040,S001040,S000810,S000718,S000675,S000709,S000937,S000822,T000024,S001146,S001149,S001156,S001163,S001155,S001175,S001186,T000193,S001189,S001216,S001208,S001218
S000810,S000852,S000997,S000804,S001044,S001044,S000851,S000749,S000709,S000718,S000948,S000851,T000038,S001147,S001150,S001157,S001164,S001156,S001176,S001187,T000238,S001190,S001217,S001209,S001220
S000829,S000888,S001040,S000810,S001075,S001075,S000852,S000779,S000718,S000749,S001040,S000888,T000057,S001148,S001151,S001158,S001165,S001157,S001177,S001188,T000250,S001191,T000165,S001211,S001221
S000841,S000890,S001044,S000818,S001077,S001077,S000888,S000785,S000749,S000810,S001044,S000948,T000058,S001149,S001152,S001160,S001167,S001158,S001179,S001189,T000460,S001192,T000193,S001212,S001222
S000846,S000907,S001115,S000851,S001115,S001101,S000948,S000795,S000779,S000822,S001045,S001004,T000067,S001150,S001153,S001161,S001168,S001162,S001180,S001190,T000461,S001193,T000238,S001213,S001223
S000847,S000935,S001138,S000852,S001138,S001115,S000997,S000810,S000785,S000851,S001143,S001044,T000074,S001151,S001154,S001162,S001169,S001163,S001181,S001191,T000462,S001194,T000250,S001214,S001224
S000852,S000948,S001139,S000888,S001139,S001122,S001040,S000822,S000810,S000888,S001144,S001045,T000162,S001152,S001155,S001163,S001170,S001164,S001182,S001192,T000463,S001195,T000460,S001215,S001225
S000860,S000962,T000035,S000935,T000034,S001138,S001044,S000851,S000822,S000948,T000024,S001078,T000188,S001153,S001156,S001164,S001171,S001165,S001183,S001193,T000464,S001196,T000461,S001216,S001226
S000888,S000997,T000053,S000948,T000053,S001139,S001075,S000888,S000851,S001004,T000038,S001141,T000193,S001154,S001157,S001165,S001172,S001168,S001184,S001194,T000465,S001197,T000463,S001217,S001227
S000890,S001040,T000058,S000997,T000058,T000034,S001077,S000948,S000888,S001040,T000048,S001142,T000238,S001155,T000024,S001166,S001173,S001169,S001185,S001195,T000467,S001198,T000464,S001218,T000165
S000948,S001044,T000075,S001040,T000075,T000053,S001101,S001040,S000948,S001044,T000058,S001143,T000250,T000024,T000038,T000024,S001174,S001170,S001186,T000193,T000468,S001199,T000467,S001219,T000193
S000962,S001138,T000188,S001044,T000184,T000058,S001115,S001044,S001040,S001045,T000067,S001144,T000253,T000038,T000057,T000038,S001175,S001171,S001187,T000238,T000469,S001200,T000468,T000165,T000250
S000997,T000035,T000200,S001077,T000188,T000075,S001122,S001075,S001044,S001075,T000074,T000024,T000254,T000057,T000058,T000057,S001176,S001172,S001188,T000250,T000470,S001201,T000469,T000193,T000278
S001039,T000075,T000254,S001115,T000254,T000184,S001138,S001115,S001075,S001113,T000113,T000038,T000260,T000058,T000067,T000067,T000038,S001173,S001189,T000266,T000472,S001202,T000470,T000250,T000460
S001040,T000110,T000322,S001138,T000316,T000188,S001139,S001138,S001113,S001115,T000162,T000057,T000266,T000067,T000074,T000074,T000057,S001174,S001194,T000459,T000473,S001203,T000472,T000278,T000463
S001057,T000200,T000356,S001139,T000317,T000254,S001144,S001139,S001115,S001139,T000188,T000058,T000317,T000074,T000162,T000162,T000074,S001175,T000193,T000460,T000474,S001205,T000474,T000460,T000464
S001134,T000234,T000362,T000053,T000322,T000316,T000034,S001144,S001138,S001144,T000193,T000067,T000326,T000162,T000188,T000188,T000162,S001176,T000238,T000461,T000475,T000193,T000476,T000461,T000467
S001136,T000243,T000367,T000058,T000326,T000317,T000053,T000034,S001139,T000024,T000238,T000074,T000350,T000188,T000193,T000193,T000193,S001177,T000250,T000462,T000476,T000238,T000479,T000463,T000468
S001138,T000254,T000393,T000075,T000356,T000326,T000058,T000038,S001144,T000038,T000243,T000113,T000424,T000193,T000238,T000238,T000238,S001178,T000266,T000463,U000031,T000250,T000480,T000464,T000469
T000010,T000310,U000001,T000188,T000367,T000350,T000075,T000053,T000034,T000058,T000253,T000162,T000457,T000238,T000260,T000250,T000250,S001179,T000326,T000464,U000039,T000460,T000481,T000467,T000472
T000022,T000322,U000004,T000254,T000393,T000356,T000184,T000058,T000038,T000067,T000254,T000188,T000458,T000250,T000266,T000260,T000260,S001180,T000459,T000465,V000081,T000461,T000482,T000468,T000474
T000035,T000356,V000024,T000322,U000001,T000367,T000188,T000074,T000058,T000074,T000260,T000193,T000459,T000253,T000326,T000266,T000266,S001181,T000460,T000467,V000108,T000462,T000483,T000469,T000476
T000075,T000362,V000027,T000356,V000006,U000001,T000254,T000162,T000067,T000113,T000314,T000238,T000460,T000254,T000424,T000326,T000326,S001188,T000461,T000468,V000127,T000463,T000484,T000472,T000478
T000099,T000367,V000047,T000367,V000026,V000006,T000316,T000184,T000074,T000162,T000316,T000250,T000461,T000260,T000458,T000458,T000458,T000038,T000462,T000469,V000128,T000464,U000031,T000474,T000480
T000110,T000393,V000087,T000393,V000027,V000027,T000317,T000188,T000162,T000188,T000317,T000253,U000014,T000266,T000459,T000459,T000459,T000057,T000463,T000470,V000129,T000465,U000039,T000476,T000481
T000200,T000400,V000112,U000001,V000087,V000087,T000326,T000254,T000184,T000193,T000326,T000254,U000031,T000317,T000460,T000460,T000460,T000074,T000464,T000472,V000130,T000467,U000040,T000478,T000482
T000234,U000001,W000044,V000027,V000112,V000108,T000350,T000316,T000188,T000243,T000350,T000260,U000038,T000326,T000461,T000462,T000462,T000193,T000465,U000031,V000131,T000468,V000081,T000479,T000483
T000243,U000004,W000068,V000087,V000124,V000112,T000356,T000317,T000243,T000253,T000405,T000266,U000039,T000350,T000462,T000463,T000463,T000238,T000467,U000038,V000132,T000469,V000108,T000480,T000486
T000254,V000024,W000092,V000112,W000044,V000124,T000367,T000326,T000254,T000254,T000457,T000316,V000081,T000424,T000463,U000031,T000464,T000250,T000469,U000039,W000187,T000470,V000128,T000481,T000487
T000322,V000027,W000121,W000044,W000068,W000038,U000001,T000350,T000316,T000314,U000014,T000317,V000087,T000457,U000031,U000038,T000465,T000260,T000470,V000081,W000413,T000472,V000130,T000482,T000488
T000356,V000047,W000154,W000068,W000092,W000044,U000031,T000356,T000317,T000316,U000031,T000326,V000108,T000458,U000038,U000039,U000031,T000266,T000471,V000108,W000437,T000474,V000131,T000483,U000040
T000362,V000087,W000194,W000092,W000154,W000068,V000006,U000001,T000326,T000317,V000081,T000350,V000126,T000459,U000039,V000081,U000038,T000326,U000031,V000127,W000779,T000475,V000132,T000486,V000081
T000393,V000112,W000215,W000121,W000180,W000092,V000027,U000017,T000350,T000326,V000087,T000424,V000127,T000460,V000081,V000108,U000039,T000459,U000038,V000128,W000791,T000476,V000133,U000031,V000128
T000410,W000018,W000227,W000154,W000194,W000154,V000087,U000031,T000356,T000350,V000108,T000457,W000099,T000461,V000108,V000126,V000081,T000460,U000039,V000129,W000795,T000477,W000187,U000040,V000129
U000001,W000044,W000253,W000180,W000215,W000194,V000108,V000006,U000001,T000405,V000112,U000014,W000119,T000462,V000126,V000127,V000108,T000462,V000081,V000130,W000796,T000478,W000437,V000081,V000130
U000004,W000068,W000258,W000194,W000227,W000215,V000112,V000027,U000017,T000457,V000124,U000031,W000154,U000014,V000127,V000128,V000126,T000463,V000108,V000131,W000797,U000031,W000779,V000128,V000131
V000024,W000092,W000390,W000215,W000237,W000227,V000124,V000087,U000031,U000014,W000068,V000081,W000187,U000031,V000128,W000099,V000127,T000464,V000127,V000132,W000798,U000039,W000791,V000129,V000133
V000027,W000107,W000406,W000227,W000253,W000237,W000044,V000108,V000006,U000017,W000099,V000087,W000194,U000038,W000099,W000119,V000128,T000465,V000128,W000187,W000799,V000081,W000795,V000130,V000134
V000029,W000121,W000419,W000235,W000258,W000253,W000068,V000112,V000027,U000031,W000119,V000108,W000207,U000039,W000119,W000154,W000099,T000466,W000187,W000207,W000800,V000108,W000797,V000131,V000135
V000047,W000154,W000426,W000237,W000326,W000258,W000092,V000124,V000087,V000006,W000139,W000099,W000210,V000081,W000154,W000187,W000119,T000467,W000207,W000215,W000802,V000128,W000798,V000132,V000136
V000098,W000194,W000428,W000253,W000406,W000326,W000154,W000044,V000108,V000081,W000154,W000119,W000215,V000108,W000187,W000207,W000154,T000468,W000215,W000413,W000804,V000129,W000800,V000133,V000137
W000018,W000215,W000502,W000258,W000419,W000406,W000194,W000068,V000112,V000087,W000187,W000154,W000267,V000126,W000207,W000215,W000187,T000469,W000413,W000437,W000805,V000130,W000802,V000134,W000187
W000107,W000227,W000520,W000390,W000426,W000419,W000215,W000092,V000124,V000108,W000207,W000187,W000268,V000127,W000215,W000267,W000207,U000031,W000437,W000672,W000806,V000131,W000804,W000187,W000437
W000121,W000253,W000528,W000406,W000428,W000426,W000237,W000099,W000068,V000112,W000210,W000194,W000273,W000099,W000267,W000268,W000215,U000038,W000672,W000779,W000808,V000132,W000805,W000437,W000779
W000215,W000258,W000570,W000419,W000520,W000428,W000253,W000154,W000092,V000124,W000215,W000207,W000288,W000119,W000268,W000273,W000267,U000039,W000738,W000791,W000809,W000187,W000806,W000779,W000788
W000227,W000317,W000571,W000426,W000528,W000520,W000258,W000177,W000099,W000068,W000267,W000210,W000314,W000154,W000273,W000314,W000273,V000081,W000779,W000795,W000810,W000437,W000808,W000788,W000790
W000253,W000390,W000610,W000428,W000570,W000570,W000268,W000194,W000154,W000092,W000268,W000215,W000315,W000187,W000314,W000413,W000314,V000108,W000791,W000796,W000812,W000779,W000809,W000790,W000795
W000317,W000406,W000636,W000502,W000607,W000607,W000326,W000215,W000177,W000099,W000273,W000267,W000413,W000194,W000413,W000437,W000413,V000126,W000792,W000797,W000813,W000791,W000810,W000795,W000797
W000390,W000419,W000647,W000520,W000636,W000647,W000426,W000237,W000187,W000154,W000288,W000268,W000437,W000207,W000437,W000672,W000437,V000127,W000793,W000798,W000814,W000795,W000812,W000797,W000798
W000406,W000428,W000680,W000528,W000647,W000654,W000428,W000258,W000215,W000177,W000391,W000273,W000654,W000210,W000672,W000738,W000672,V000128,W000795,W000799,W000815,W000797,W000813,W000798,W000800
W000428,W000448,W000682,W000570,W000654,W000672,W000520,W000268,W000237,W000187,W000413,W000288,W000672,W000215,W000738,W000779,W000738,W000119,W000796,W000800,W000816,W000798,W000814,W000800,W000802
W000448,W000502,W000686,W000636,W000672,W000682,W000570,W000326,W000258,W000207,W000437,W000314,W000738,W000267,W000779,W000784,W000779,W000187,W000797,W000802,W000817,W000799,W000815,W000802,W000804
W000502,W000570,W000763,W000647,W000682,W000752,W000607,W000426,W000268,W000215,W000520,W000315,W000779,W000268,W000784,W000789,W000784,W000207,W000798,W000804,W000819,W000800,W000816,W000804,W000805
W000570,W000571,W000777,W000672,W000686,W000763,W000647,W000428,W000288,W000268,W000570,W000391,W000784,W000273,W000789,W000791,W000789,W000215,W000799,W000805,W000820,W000802,W000817,W000805,W000806
W000571,W000610,W000780,W000682,W000752,W000779,W000654,W000520,W000326,W000288,W000654,W000413,W000789,W000288,W000791,W000792,W000791,W000314,W000800,W000806,W000821,W000804,W000819,W000806,W000808
W000610,W000636,W000781,W000686,W000763,W000781,W000672,W000570,W000428,W000326,W000672,W000437,W000791,W000314,W000792,W000793,W000792,W000413,W000802,W000808,W000822,W000805,W000821,W000808,W000809
W000636,W000647,Y000013,W000752,W000779,Y000013,W000682,W000607,W000520,W000428,W000738,W000654,W000792,W000413,W000793,W000794,W000793,W000437,W000803,W000809,Y000033,W000806,W000822,W000809,W000812
W000647,W000680,Y000014,W000763,W000781,Y000014,W000752,W000647,W000570,W000520,W000779,W000672,W000793,W000437,W000794,W000795,W000794,W000672,W000804,W000810,Y000062,W000808,W000823,W000812,W000814
W000680,W000686,Y000031,W000779,Y000013,Y000031,W000763,W000654,W000607,W000570,W000784,W000738,Y000031,W000672,W000795,W000796,W000795,W000738,W000805,W000812,Y000063,W000809,W000824,W000813,W000815
W000686,W000763,Y000033,W000781,Y000014,Y000033,W000779,W000672,W000647,W000654,Y000013,W000779,Y000033,W000738,Y000031,W000797,W000796,W000779,W000806,W000813,Y000064,W000810,W000825,W000814,W000816
W000763,W000780,Y000047,Y000013,Y000031,Y000051,W000781,W000682,W000654,W000665,Y000031,W000784,,W000779,Y000033,Y000031,W000797,W000791,W000807,W000814,Y000065,W000812,W000826,W000815,W000817
W000780,W000781,Y000051,Y000014,Y000033,Z000013,Y000013,W000763,W000665,W000672,Y000033,W000789,,W000784,,Y000033,W000798,W000792,W000808,W000815,Y000066,W000813,W000827,W000816,W000821
W000781,Y000013,Z000001,Y000031,Y000051,Z000014,Y000014,W000779,W000672,W000738,Z000004,Y000013,,W000789,,,W000799,W000793,W000809,W000816,Z000017,W000814,Y000033,W000817,W000822
Y000013,Y000014,Z000002,Y000033,Z000013,,Y000031,W000781,W000682,W000779,Z000008,Y000031,,W000791,,,W000800,W000794,W000810,W000817,Z000018,W000815,Y000062,W000821,W000823
Y000014,Y000028,Z000013,Y000051,Z000014,,Y000033,Y000013,W000779,W000784,,Y000033,,W000792,,,W000801,W000795,W000811,W000818,,W000816,Y000064,W000822,W000825
Y000028,Y000031,,Z000001,,,Z000013,Y000014,W000781,Y000013,,,,W000793,,,W000802,W000796,Y000031,Y000031,,W000817,Y000065,W000823,W000826
Y000031,Y000033,,Z000002,,,,Y000031,Y000013,Y000031,,,,W000794,,,W000803,W000797,Y000033,Y000033,,W000819,Z000017,W000825,W000828
Y000033,Y000043,,Z000013,,,,Y000033,Y000014,Y000033,,,,W000795,,,W000804,W000799,Y000062,Y000062,,W000820,,W000826,W000829
Y000043,Y000047,,,,,,,Y000031,Z000004,,,,Y000031,,,Y000031,W000800,Y000063,Y000063,,W000821,,W000827,Y000064
Y000047,Y000051,,,,,,,Y000033,Z000008,,,,Y000033,,,Y000033,W000801,Y000064,Y000064,,W000822,,Y000033,Y000067
Z000001,Z000001,,,,,,,Z000004,,,,,,,,Y000062,W000802,,Y000065,,W000826,,Y000062,Z000018
Z000002,Z000002,,,,,,,Z000008,,,,,,,,,W000803,,,,Y000033,,Y000064,
Z000013,Z000013,,,,,,,,,,,,,,,,W000804,,,,Y000062,,Y000067,
