bioguide_id,chamber,congress_number,region_type,region_code,party,start_date,end_date
J000189,Senator,104,State,LA,Democrat,1995-01-03,1997-01-03
J000255,Representative,104,State,NC,Republican,1995-01-03,1997-01-02
J000283,Representative,104,State,IL,Democrat,1995-01-03,1997-01-02
K000008,Representative,104,State,PA,Democrat,1995-01-03,1997-01-02
K000009,Representative,104,State,OH,Democrat,1995-01-03,1997-01-02
K000016,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
K000017,Senator,104,State,KS,Republican,1995-01-03,1997-01-03
K000078,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
K000088,Senator,104,State,ID,Republican,1995-01-03,1997-01-02
K000105,Senator,104,State,MA,Democrat,1995-01-03,1997-01-02
K000110,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
K000113,Representative,104,State,RI,Democrat,1995-01-03,1997-01-02
K000118,Representative,104,State,CT,Democrat,1995-01-03,1997-01-02
K000146,Senator,104,State,NE,Democrat,1995-01-03,1997-01-02
K000148,Senator,104,State,MA,Democrat,1995-01-03,1997-01-02
K000172,Representative,104,State,MI,Democrat,1995-01-03,1997-01-02
K000181,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
K000210,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
K000220,Representative,104,State,GA,Republican,1995-01-03,1997-01-02
K000259,Representative,104,State,WI,Democrat,1995-01-03,1997-01-02
K000270,Representative,104,State,PA,Democrat,1995-01-03,1997-01-02
K000274,Representative,104,State,WI,Republican,1995-01-03,1997-01-02
K000288,Representative,104,State,MI,Republican,1995-01-03,1997-01-02
K000305,Senator,104,State,WI,Democrat,1995-01-03,1997-01-02
K000306,Representative,104,State,AZ,Republican,1995-01-03,1997-01-02
K000352,Senator,104,State,AZ,Republican,1995-01-03,1997-01-02
L000035,Representative,104,State,AR,Democrat,1995-01-03,1997-01-02
L000090,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
L000096,Representative,104,State,OK,Republican,1995-01-03,1997-01-02
L000111,Representative,104,State,IA,Republican,1995-01-03,1997-01-02
L000119,Representative,104,State,TX,Republican,1995-01-03,1997-01-02
L000123,Senator,104,State,NJ,Democrat,1995-01-03,1997-01-02
L000155,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
L000169,Representative,104,State,IA,Republican,1995-01-03,1997-01-02
L000174,Senator,104,State,VT,Democrat,1995-01-03,1997-01-02
L000261,Senator,104,State,MI,Democrat,1995-01-03,1997-01-02
L000263,Representative,104,State,MI,Democrat,1995-01-03,1997-01-02
L000274,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
L000287,Representative,104,State,GA,Democrat,1995-01-03,1997-01-02
L000293,Representative,104,State,KY,Republican,1995-01-03,1997-01-02
L000304,Senator,104,State,CT,Democrat,1995-01-03,1997-01-02
L000305,Representative,104,State,IA,Republican,1995-01-03,1997-01-02
L000321,Representative,104,State,GA,Republican,1995-01-03,1997-01-02
L000342,Representative,104,State,IL,Democrat,1995-01-03,1997-01-02
L000371,Representative,104,State,LA,Republican,1995-01-03,1997-01-02
L000397,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
L000431,Representative,104,State,ME,Republican,1995-01-03,1997-01-02
L000447,Senator,104,State,MS,Republican,1995-01-03,1997-01-02
L000480,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
L000491,Representative,104,State,OK,Republican,1995-01-03,1997-01-02
L000504,Senator,104,State,IN,Republican,1995-01-03,1997-01-02
L000521,Representative,104,State,MN,Democrat,1995-01-03,1997-01-02
L000552,Representative,104,State,IL,Republican,1995-01-03,1997-01-02
L000553,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
L000554,Representative,104,State,NJ,Republican,1995-01-03,1997-01-02
L000556,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
M000019,Senator,104,State,FL,Republican,1995-01-03,1997-01-02
M000087,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
M000117,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
M000133,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
M000206,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
M000207,Representative,104,State,NJ,Republican,1995-01-03,1997-01-02
M000212,Representative,104,State,PA,Democrat,1995-01-03,1997-01-02
M000249,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
M000303,Senator,104,State,AZ,Republican,1995-01-03,1997-01-02
M000316,Representative,104,State,MO,Democrat,1995-01-03,1997-01-02
M000350,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
M000355,Senator,104,State,KY,Republican,1995-01-03,1997-01-02
M000388,Representative,104,State,LA,Republican,1995-01-03,1997-01-02
M000399,Representative,104,State,PA,Republican,1995-01-03,1997-01-02
M000404,Representative,104,State,WA,Democrat,1995-01-03,1997-01-02
M000466,Representative,104,State,PA,Democrat,1995-01-03,1997-01-02
M000472,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
M000477,Representative,104,State,CO,Republican,1995-01-03,1997-01-02
M000481,Representative,104,State,IN,Republican,1995-01-03,1997-01-02
M000508,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
M000523,Representative,104,State,GA,Democrat,1995-01-03,1997-01-02
M000590,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
M000627,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
M000628,Representative,104,State,FL,Democrat,1995-01-03,1997-01-02
M000639,Representative,104,State,NJ,Democrat,1995-01-03,1997-01-02
M000669,Representative,104,State,WA,Republican,1995-01-03,1997-01-02
M000684,Representative,104,State,KS,Republican,1995-01-03,1997-01-02
M000687,Representative,104,State,MD,Democrat,1995-01-03,1996-02-18
M000689,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
M000702,Senator,104,State,MD,Democrat,1995-01-03,1997-01-02
M000714,Representative,104,State,CA,Democrat,1996-03-26,1997-01-02
M000720,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
M000725,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
M000794,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
M000795,Representative,104,State,MN,Democrat,1995-01-03,1997-01-02
M000797,Representative,104,State,HI,Democrat,1995-01-03,1997-01-02
M000834,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
M000843,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
M000844,Representative,104,State,WV,Democrat,1995-01-03,1997-01-02
M000865,Representative,104,State,MS,Democrat,1995-01-03,1997-01-02
M000926,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
M000933,Representative,104,State,VA,Democrat,1995-01-03,1997-01-02
M000941,Representative,104,State,MD,Republican,1995-01-03,1997-01-02
M001025,Senator,104,State,IL,Democrat,1995-01-03,1997-01-02
M001054,Senator,104,State,NY,Democrat,1995-01-03,1997-01-02
M001085,Senator,104,State,AK,Republican,1995-01-03,1997-01-02
M001111,Senator,104,State,WA,Democrat,1995-01-03,1997-01-02
M001120,Representative,104,State,PA,Democrat,1995-01-03,1997-01-02
M001130,Representative,104,State,IN,Republican,1995-01-03,1997-01-02
M001134,Representative,104,State,NC,Republican,1995-01-03,1997-01-02
M001138,Representative,104,State,IL,Republican,1995-01-03,1997-01-02
N000002,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
N000015,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
N000051,Representative,104,State,WA,Republican,1995-01-03,1997-01-02
N000054,Representative,104,State,WI,Republican,1995-01-03,1997-01-02
N000081,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
N000102,Senator,104,State,OK,Republican,1995-01-03,1997-01-02
N000147,Delegate,104,State,DC,Democrat,1995-01-03,1997-01-02
N000159,Representative,104,State,GA,Republican,1995-01-03,1997-01-02
N000171,Senator,104,State,GA,Democrat,1995-01-03,1997-01-03
N000172,Representative,104,State,IA,Republican,1995-01-03,1997-01-02
O000006,Representative,104,State,MN,Democrat,1995-01-03,1997-01-02
O000007,Representative,104,State,WI,Democrat,1995-01-03,1997-01-02
O000085,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
O000107,Representative,104,State,TX,Democrat,1995-01-03,1997-01-02
O000108,Representative,104,State,UT,Democrat,1995-01-03,1997-01-02
O000159,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
O000163,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
P000005,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
P000009,Senator,104,State,OR,Republican,1995-01-03,1995-10-01
P000034,Representative,104,State,NJ,Democrat,1995-01-03,1997-01-02
P000066,Representative,104,State,MS,Republican,1995-01-03,1997-01-02
P000099,Representative,104,State,AZ,Democrat,1995-01-03,1997-01-02
P000148,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
P000149,Representative,104,State,NJ,Democrat,1995-01-03,1997-01-02
P000152,Representative,104,State,VA,Democrat,1987-01-03,1997-01-02
P000193,Senator,104,State,RI,Democrat,1995-01-03,1997-01-03
P000197,Representative,104,State,CA,Democrat,1995-01-04,1997-01-02
P000258,Representative,104,State,MN,Democrat,1995-01-03,1997-01-02
P000259,Representative,104,State,FL,Democrat,1995-01-03,1997-01-02
P000265,Representative,104,State,WI,Republican,1995-01-03,1997-01-02
P000326,Representative,104,State,VA,Democrat,1995-01-03,1997-01-02
P000419,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
P000422,Representative,104,State,ND,Democrat,1995-01-03,1997-01-02
P000444,Representative,104,State,IL,Republican,1995-01-03,1997-01-02
P000449,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
P000452,Representative,104,State,IL,Democrat,1995-01-03,1997-01-02
P000513,Senator,104,State,SD,Republican,1995-01-03,1997-01-03
P000555,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
P000556,Senator,104,State,AR,Democrat,1995-01-03,1997-01-03
Q000013,Representative,104,State,TN,Republican,1995-01-03,1997-01-02
Q000016,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
R000004,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
R000011,Representative,104,State,WV,Democrat,1995-01-03,1997-01-02
R000033,Representative,104,State,MN,Republican,1995-01-03,1997-01-02
R000053,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
R000122,Representative,104,State,RI,Democrat,1995-01-03,1997-01-02
R000141,Representative,104,State,OH,Republican,1995-01-03,1997-01-02
R000146,Senator,104,State,NV,Democrat,1995-01-03,1997-01-02
R000178,Representative,104,State,IL,Democrat,1995-01-03,1995-10-01
R000229,Representative,104,State,NM,Democrat,1995-01-03,1997-01-02
R000252,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
R000281,Representative,104,State,MI,Democrat,1995-01-03,1997-01-02
R000295,Senator,104,State,VA,Democrat,1995-01-03,1997-01-02
R000307,Representative,104,State,KS,Republican,1995-01-03,1997-01-02
R000361,Senator,104,State,WV,Democrat,1995-01-03,1997-01-02
R000385,Representative,104,State,IN,Democrat,1995-01-03,1997-01-02
R000395,Representative,104,State,KY,Republican,1995-01-03,1997-01-02
R000409,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
R000417,Resident Commissioner,104,Territory,PR,New Progressive,1995-01-03,1997-01-02
R000435,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
R000436,Representative,104,State,NC,Democrat,1995-01-03,1997-01-02
R000459,Representative,104,State,WI,Republican,1995-01-03,1997-01-02
R000460,Senator,104,State,DE,Republican,1995-01-03,1997-01-02
R000465,Representative,104,State,NJ,Republican,1995-01-03,1997-01-02
R000486,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
R000487,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
R000515,Representative,104,State,IL,Democrat,1995-01-03,1997-01-02
R000566,Representative,104,State,KS,Republican,1995-01-03,1997-01-02
S000005,Representative,104,State,MN,Democrat,1995-01-03,1997-01-02
S000018,Representative,104,State,AZ,Republican,1995-01-03,1997-01-02
S000033,Representative,104,State,VT,Independent,1995-01-03,1997-01-02
S000059,Senator,104,State,PA,Republican,1995-01-03,1997-01-02
S000064,Senator,104,State,MD,Democrat,1995-01-03,1997-01-02
S000094,Representative,104,State,OH,Democrat,1995-01-03,1997-01-02
S000097,Representative,104,State,NJ,Republican,1995-01-03,1997-01-02
S000106,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
S000109,Representative,104,State,CO,Republican,1995-01-03,1997-01-02
S000125,Representative,104,State,NM,Republican,1995-01-03,1997-01-02
S000142,Representative,104,State,CO,Democrat,1995-01-03,1997-01-02
S000148,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
S000185,Representative,104,State,VA,Democrat,1995-01-03,1997-01-02
S000213,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
S000244,Representative,104,State,WI,Republican,1995-01-03,1997-01-02
S000248,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
S000275,Representative,104,State,AZ,Republican,1995-01-03,1997-01-02
S000303,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
S000320,Senator,104,State,AL,Republican,1995-01-03,1997-01-02
S000394,Representative,104,State,PA,Republican,1995-01-03,1997-01-02
S000423,Senator,104,State,IL,Democrat,1995-01-03,1997-01-03
S000429,Senator,104,State,WY,Republican,1995-01-03,1997-01-03
S000453,Representative,104,State,VA,Democrat,1995-01-03,1997-01-02
S000462,Representative,104,State,CO,Democrat,1995-01-03,1997-01-02
S000463,Representative,104,State,NM,Republican,1995-01-03,1997-01-02
S000465,Representative,104,State,MO,Democrat,1995-01-03,1997-01-02
S000480,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
S000522,Representative,104,State,NJ,Republican,1995-01-03,1997-01-02
S000583,Representative,104,State,TX,Republican,1995-01-03,1997-01-02
S000587,Representative,104,State,WA,Republican,1995-01-03,1997-01-02
S000597,Representative,104,State,MI,Republican,1995-01-03,1997-01-02
S000606,Senator,104,State,NH,Republican,1995-01-03,1997-01-02
S000663,Senator,104,State,ME,Republican,1995-01-03,1997-01-02
S000675,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
S000709,Senator,104,State,PA,Republican,1995-01-03,1997-01-02
S000718,Representative,104,State,SC,Republican,1995-01-03,1997-01-02
S000749,Representative,104,State,SC,Democrat,1995-01-03,1997-01-02
S000810,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
S000822,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
S000851,Representative,104,State,TX,Democrat,1995-01-03,1997-01-02
S000888,Senator,104,State,AK,Republican,1995-01-03,1997-01-02
S000937,Representative,104,State,TX,Republican,1995-01-03,1997-01-02
S000948,Representative,104,State,OH,Democrat,1995-01-03,1997-01-02
S001040,Representative,104,State,MA,Democrat,1995-01-03,1997-01-02
S001044,Representative,104,State,AZ,Republican,1995-01-03,1997-01-02
S001045,Representative,104,State,MI,Democrat,1995-01-03,1997-01-02
S001143,Representative,104,State,IN,Republican,1995-01-03,1997-01-02
S001144,Representative,104,State,CT,Republican,1995-01-03,1997-01-02
T000024,Representative,104,State,MO,Republican,1995-01-03,1997-01-02
T000038,Representative,104,State,TN,Democrat,1995-01-03,1997-01-02
T000048,Representative,104,State,WA,Republican,1995-01-03,1997-01-02
T000058,Representative,104,State,LA,Democrat,1995-01-03,1995-08-08
T000058,Representative,104,State,LA,Republican,1995-08-08,1997-01-03
T000067,Representative,104,State,NC,Republican,1995-01-03,1997-01-02
T000074,Representative,104,State,MS,Democrat,1995-01-03,1997-01-02
T000113,Representative,104,State,TX,Democrat,1995-01-03,1997-01-02
T000162,Senator,104,State,WY,Republican,1995-01-03,1997-01-02
T000188,Representative,104,State,CA,Republican,1995-01-03,1997-01-02
T000193,Representative,104,State,MS,Democrat,1995-01-03,1997-01-02
T000238,Representative,104,State,TX,Republican,1995-01-03,1997-01-02
T000243,Representative,104,State,AR,Democrat,1995-01-03,1997-01-02
T000253,Representative,104,State,FL,Democrat,1995-01-03,1997-01-02
T000254,Senator,104,State,SC,Republican,1995-01-03,1997-01-02
T000260,Representative,104,State,KS,Republican,1995-01-03,1997-01-02
T000314,Representative,104,State,MA,Republican,1995-01-03,1997-01-02
T000316,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
T000317,Representative,104,State,NJ,Democrat,1995-01-03,1997-01-02
T000326,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
T000350,Representative,104,State,OH,Democrat,1995-01-03,1997-01-02
T000405,Representative,104,State,CA,Democrat,1995-01-03,1995-12-15
T000457,Senator,104,State,TN,Republican,1995-01-03,1997-01-02
U000014,Delegate,104,Territory,GU,Democrat,1995-01-03,1997-01-02
U000031,Representative,104,State,MI,Republican,1995-01-03,1997-01-02
V000081,Representative,104,State,NY,Democrat,1995-01-03,1997-01-02
V000087,Representative,104,State,MN,Democrat,1995-01-03,1997-01-02
V000108,Representative,104,State,IN,Democrat,1995-01-03,1997-01-02
V000112,Representative,104,State,MO,Democrat,1995-01-03,1997-01-02
V000124,Representative,104,State,NV,Republican,1995-01-03,1997-01-02
W000068,Representative,104,State,PA,Republican,1995-01-03,1997-01-02
W000099,Representative,104,State,NY,Republican,1995-01-03,1997-01-02
W000119,Representative,104,State,TN,Republican,1995-01-03,1997-01-02
W000139,Representative,104,State,KY,Democrat,1995-01-03,1997-01-02
W000154,Senator,104,State,VA,Republican,1995-01-03,1997-01-02
W000187,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
W000207,Representative,104,State,NC,Democrat,1995-01-03,1997-01-02
W000210,Representative,104,State,OK,Republican,1995-01-03,1997-01-02
W000215,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
W000267,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
W000268,Representative,104,State,PA,Republican,1995-01-03,1997-01-02
W000273,Representative,104,State,IL,Republican,1995-01-03,1997-01-02
W000288,Senator,104,State,MN,Democrat,1995-01-03,1997-01-02
W000391,Representative,104,State,WA,Republican,1995-01-03,1997-01-02
W000413,Representative,104,State,KY,Republican,1995-01-03,1997-01-02
W000437,Representative,104,State,MS,Republican,1995-01-03,1997-01-02
W000520,Representative,104,State,MT,Democrat,1995-01-03,1997-01-02
W000570,Representative,104,State,TX,Democrat,1995-01-03,1996-10-08
W000654,Representative,104,State,WV,Democrat,1995-01-03,1997-01-02
W000672,Representative,104,State,VA,Republican,1995-01-03,1997-01-02
W000738,Representative,104,State,CA,Democrat,1995-01-03,1997-01-02
W000779,Representative,104,State,OR,Democrat,1995-01-03,1996-02-05
W000779,Senator,104,State,OR,Democrat,1996-02-05,1997-01-02
W000784,Representative,104,State,MD,Democrat,1995-01-03,1997-01-02
Y000013,Representative,104,State,IL,Democrat,1995-01-03,1997-01-02
Y000031,Representative,104,State,FL,Republican,1995-01-03,1997-01-02
Y000033,Representative,104,State,AK,Republican,1995-01-03,1997-01-02
Z000004,Representative,104,State,NH,Republican,1995-01-03,1997-01-02
Z000008,Representative,104,State,NJ,Republican,1995-01-03,1997-01-02
A000014,Representative,105,State,HI,Democrat,1997-01-03,1999-01-02
A000022,Representative,105,State,NY,Democrat,1997-01-03,1999-01-02
A000055,Representative,105,State,AL,Republican,1997-01-03,1999-01-02
A000069,Senator,105,State,HI,Democrat,1997-01-03,1999-01-02
A000109,Senator,105,State,CO,Republican,1997-01-03,1999-01-02
A000210,Representative,105,State,NJ,Democrat,1997-01-03,1999-01-02
A000215,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
A000217,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
A000355,Senator,105,State,MI,Republican,1997-01-03,1999-01-02
A000356,Senator,105,State,MO,Republican,1997-01-03,1999-01-02
A000357,Representative,105,State,ME,Democrat,1997-01-03,1999-01-02
B000013,Representative,105,State,AL,Republican,1997-01-03,1999-01-02
B000028,Representative,105,State,KY,Democrat,1997-01-03,1999-01-02
B000072,Representative,105,State,LA,Republican,1997-01-03,1999-01-02
B000081,Representative,105,State,ME,Democrat,1997-01-03,1999-01-02
B000104,Representative,105,State,NC,Republican,1997-01-03,1999-01-02
B000134,Representative,105,State,MI,Democrat,1997-01-03,1999-01-02
B000169,Representative,105,State,GA,Republican,1997-01-03,1999-01-02
B000177,Representative,105,State,WI,Democrat,1997-01-03,1999-01-02
B000179,Representative,105,State,NE,Republican,1997-01-03,1999-01-02
B000208,Representative,105,State,MD,Republican,1997-01-03,1999-01-02
B000213,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
B000220,Representative,105,State,NH,Republican,1997-01-03,1999-01-02
B000229,Representative,105,State,VA,Republican,1997-01-03,1999-01-02
B000243,Senator,105,State,MT,Democrat,1997-01-03,1999-01-02
B000287,Representative,105,State,CA,Democrat,1997-01-03,1999-01-02
B000382,Senator,105,State,UT,Republican,1997-01-03,1999-01-02
B000400,Representative,105,State,TX,Democrat,1997-01-03,1999-01-02
B000403,Representative,105,State,NE,Republican,1997-01-03,1999-01-02
B000410,Representative,105,State,CA,Democrat,1997-01-03,1999-01-02
B000420,Representative,105,State,AR,Democrat,1997-01-03,1999-01-02
B000444,Senator,105,State,DE,Democrat,1997-01-03,1999-01-02
B000461,Representative,105,State,CA,Republican,1997-01-03,1999-01-02
B000463,Representative,105,State,FL,Republican,1997-01-03,1999-01-02
B000468,Senator,105,State,NM,Democrat,1997-01-03,1999-01-02
B000490,Representative,105,State,GA,Democrat,1997-01-03,1999-01-02
B000518,Representative,105,State,IL,Democrat,1997-01-03,1999-01-02
B000556,Representative,105,State,VA,Republican,1997-01-03,1999-01-02
B000574,Representative,105,State,OR,Democrat,1997-01-03,1999-01-02
B000575,Representative,105,State,MO,Republican,1997-01-03,1999-01-02
B000586,Representative,105,State,NY,Republican,1997-01-03,1999-01-02
B000589,Representative,105,State,OH,Republican,1997-01-03,1999-01-02
B000611,Senator,105,State,MO,Republican,1997-01-03,1999-01-02
B000617,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
B000619,Representative,105,State,MI,Democrat,1997-01-03,1999-01-02
B000622,Representative,105,State,CA,Republican,1997-01-03,1999-01-02
B000644,Representative,105,State,PA,Democrat,1997-01-03,1999-01-02
B000652,Representative,105,State,IA,Democrat,1997-01-03,1999-01-02
B000657,Representative,105,State,VA,Democrat,1997-01-03,1999-01-02
B000711,Senator,105,State,CA,Democrat,1997-01-03,1999-01-02
B000716,Representative,105,State,FL,Democrat,1997-01-03,1999-01-02
B000755,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
B000780,Senator,105,State,LA,Democrat,1997-01-03,1999-01-02
B000911,Representative,105,State,FL,Democrat,1997-01-03,1999-01-02
B000918,Representative,105,State,CA,Democrat,1997-01-03,1999-01-02
B000944,Representative,105,State,OH,Democrat,1997-01-03,1999-01-02
B000953,Senator,105,State,KS,Republican,1997-01-03,1999-01-02
B000993,Senator,105,State,NV,Democrat,1997-01-03,1999-01-02
B000996,Representative,105,State,TN,Republican,1997-01-03,1999-01-02
B001057,Senator,105,State,AR,Democrat,1997-01-03,1999-01-03
B001066,Representative,105,State,KY,Republican,1997-01-03,1999-01-02
B001126,Senator,105,State,MT,Republican,1997-01-03,1999-01-02
B001135,Representative,105,State,NC,Republican,1997-01-03,1999-01-02
B001149,Representative,105,State,IN,Republican,1997-01-03,1999-01-02
B001203,Representative,105,State,IN,Republican,1997-01-03,1999-01-02
B001210,Senator,105,State,WV,Democrat,1997-01-03,1999-01-02
B001227,Representative,105,State,PA,Democrat,1997-01-03,1999-01-02
B001228,Representative,105,State,CA,Republican,1998-04-07,1999-01-02
C000052,Representative,105,State,AL,Republican,1997-01-03,1999-01-02
C000059,Representative,105,State,CA,Republican,1997-01-03,1999-01-02
C000071,Representative,105,State,MI,Republican,1997-01-03,1999-01-02
C000077,Senator,105,State,CO,Republican,1997-01-03,1999-01-02
C000100,Representative,105,State,CA,Republican,1997-01-03,1999-01-02
C000107,Representative,105,State,FL,Republican,1997-01-03,1999-01-02
C000116,Representative,105,State,UT,Republican,1997-01-03,1999-01-02
C000134,Representative,105,State,CA,Democrat,1997-01-03,1999-01-02
C000141,Representative,105,State,MD,Democrat,1997-01-03,1999-01-02
C000191,Representative,105,State,IN,Democrat,1997-01-03,1999-01-02
C000243,Representative,105,State,DE,Republican,1997-01-03,1999-01-02
C000266,Representative,105,State,OH,Republican,1997-01-03,1999-01-02
C000269,Senator,105,State,RI,Republican,1997-01-03,1999-01-02
C000286,Representative,105,State,GA,Republican,1997-01-03,1999-01-02
C000345,Representative,105,State,ID,Republican,1997-01-03,1999-01-02
C000377,Representative,105,State,NE,Republican,1997-01-03,1999-01-02
C000380,Delegate,105,Territory,VI,Democrat,1997-01-03,1999-01-02
C000488,Representative,105,State,MO,Democrat,1997-01-03,1999-01-02
C000494,Representative,105,State,NC,Democrat,1997-01-03,1999-01-02
C000503,Representative,105,State,TN,Democrat,1997-01-03,1999-01-02
C000537,Representative,105,State,SC,Democrat,1997-01-03,1999-01-02
C000542,Senator,105,State,IN,Republican,1997-01-03,1999-01-03
C000556,Representative,105,State,NC,Republican,1997-01-03,1999-01-02
C000560,Representative,105,State,OK,Republican,1997-01-03,1999-01-02
C000567,Senator,105,State,MS,Republican,1997-01-03,1999-01-02
C000640,Representative,105,State,GA,Republican,1997-01-03,1999-01-02
C000653,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
C000670,Representative,105,State,CA,Democrat,1997-01-03,1999-01-02
C000705,Senator,105,State,ND,Democrat,1997-01-03,1999-01-02
C000714,Representative,105,State,MI,Democrat,1997-01-03,1999-01-02
C000722,Representative,105,State,UT,Republican,1997-01-03,1999-01-02
C000735,Representative,105,State,LA,Republican,1997-01-03,1999-01-02
C000794,Representative,105,State,IL,Democrat,1997-01-03,1999-01-02
C000813,Senator,105,State,GA,Republican,1997-01-03,1999-01-02
C000830,Representative,105,State,CA,Republican,1997-01-03,1999-01-02
C000846,Representative,105,State,PA,Democrat,1997-01-03,1999-01-02
C000858,Senator,105,State,ID,Republican,1997-01-03,1999-01-02
C000868,Representative,105,State,AL,Democrat,1997-01-03,1999-01-02
C000873,Representative,105,State,IL,Republican,1997-01-03,1999-01-02
C000880,Representative,105,State,ID,Republican,1997-01-03,1999-01-02
C000962,Representative,105,State,WY,Republican,1997-01-03,1999-01-02
C000984,Representative,105,State,MD,Democrat,1997-01-03,1999-01-02
C000994,Representative,105,State,CA,Republican,1997-01-03,1999-01-02
C001034,Senator,105,State,GA,Democrat,1997-01-03,1999-01-02
C001035,Senator,105,State,ME,Republican,1997-01-03,1999-01-02
C001036,Representative,105,State,CA,Democrat,1997-01-03,1999-01-02
D000018,Senator,105,State,NY,Republican,1997-01-03,1999-01-03
D000046,Representative,105,State,MO,Democrat,1997-01-03,1999-01-02
D000064,Senator,105,State,SD,Democrat,1997-01-03,1999-01-02
D000096,Representative,105,State,IL,Democrat,1997-01-03,1999-01-02
D000114,Representative,105,State,FL,Democrat,1997-01-03,1999-01-02
D000136,Representative,105,State,VA,Republican,1997-01-03,1999-01-02
D000168,Representative,105,State,GA,Republican,1997-01-03,1999-01-02
D000191,Representative,105,State,OR,Democrat,1997-01-03,1999-01-02
D000197,Representative,105,State,CO,Democrat,1997-01-03,1999-01-02
D000210,Representative,105,State,MA,Democrat,1997-01-03,1999-01-02
D000216,Representative,105,State,CT,Democrat,1997-01-03,1999-01-02
D000217,Representative,105,State,TX,Republican,1997-01-03,1999-01-02
D000222,Representative,105,State,CA,Democrat,1997-01-03,1998-02-06
D000275,Representative,105,State,FL,Democrat,1997-01-03,1999-01-02
D000294,Senator,105,State,OH,Republican,1997-01-03,1999-01-02
D000299,Representative,105,State,FL,Republican,1997-01-03,1999-01-02
D000312,Representative,105,State,AR,Republican,1997-01-03,1999-01-02
D000327,Representative,105,State,WA,Democrat,1997-01-03,1999-01-02
D000355,Representative,105,State,MI,Democrat,1997-01-03,1999-01-02
