bioguide_id,chamber,congress_number,region_type,region_code,party,start_date,end_date
C000002,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
C000019,Representative,89,State,NJ,Republican,1965-01-03,1967-01-02
C000054,Representative,89,State,NE,Democrat,1965-01-03,1967-01-02
C000055,Representative,89,State,GA,Republican,1965-01-03,1967-01-02
C000067,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
C000120,Senator,89,State,NV,Democrat,1965-01-03,1967-01-02
C000143,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
C000154,Senator,89,State,KS,Republican,1965-01-03,1967-01-02
C000201,Representative,89,State,KY,Republican,1965-01-03,1967-01-02
C000220,Senator,89,State,NJ,Republican,1965-01-03,1967-01-02
C000228,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
C000263,Representative,89,State,MI,Republican,1965-01-03,1967-01-02
C000264,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
C000275,Representative,89,State,MI,Republican,1965-01-03,1967-01-02
C000342,Representative,89,State,KY,Democrat,1965-01-03,1967-01-02
C000388,Senator,89,State,ID,Democrat,1965-01-03,1967-01-02
C000409,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
C000431,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
C000444,Senator,89,State,PA,Democrat,1965-01-03,1967-01-02
C000475,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
C000476,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
C000512,Representative,89,State,NH,Republican,1965-01-03,1967-01-02
C000516,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
C000596,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
C000629,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
C000645,Representative,89,State,MS,Democrat,1965-01-03,1967-01-02
C000666,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
C000709,Representative,89,State,MA,Republican,1965-01-03,1967-01-02
C000714,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
C000736,Representative,89,State,NC,Democrat,1965-01-03,1966-12-30
C000758,Senator,89,State,KY,Republican,1965-01-03,1967-01-02
C000772,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
C000780,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
C000802,Senator,89,State,NH,Republican,1965-01-03,1967-01-02
C000866,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
C000869,Representative,89,State,FL,Republican,1965-01-03,1967-01-02
C000979,Representative,89,State,IA,Democrat,1965-01-03,1967-01-02
C000991,Representative,89,State,NE,Republican,1965-01-03,1967-01-02
C001005,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
C001006,Senator,89,State,NE,Republican,1965-01-03,1967-01-02
C001014,Representative,89,State,MO,Republican,1965-01-03,1967-01-02
D000001,Representative,89,State,CT,Democrat,1965-01-03,1967-01-02
D000004,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
D000041,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
D000102,Representative,89,State,WI,Republican,1965-01-03,1967-01-02
D000122,Representative,89,State,GA,Democrat,1965-01-03,1967-01-02
D000158,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
D000203,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
D000211,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
D000255,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
D000260,Representative,89,State,IN,Democrat,1965-01-03,1966-12-30
D000269,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
D000279,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
D000326,Representative,89,State,AL,Republican,1965-01-03,1967-01-02
D000344,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
D000355,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
D000360,Senator,89,State,IL,Republican,1965-01-03,1967-01-02
D000390,Senator,89,State,CT,Democrat,1965-01-03,1967-01-02
D000401,Representative,89,State,KS,Republican,1965-01-03,1967-01-02
D000409,Senator,89,State,CO,Republican,1965-01-03,1967-01-02
D000419,Representative,89,State,MA,Democrat,1965-01-03,1967-01-02
D000434,Representative,89,State,SC,Democrat,1965-01-03,1967-01-02
D000456,Senator,89,State,IL,Democrat,1965-01-03,1967-01-03
D000462,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
D000467,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
D000474,Representative,89,State,VA,Democrat,1965-01-03,1967-01-02
D000523,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
D000534,Representative,89,State,TN,Republican,1965-01-03,1967-01-02
D000537,Representative,89,State,OR,Democrat,1965-01-03,1967-01-02
D000587,Representative,89,State,NJ,Republican,1965-01-03,1967-01-02
D000588,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
E000018,Senator,89,State,MS,Democrat,1965-01-03,1967-01-02
E000054,Representative,89,State,OK,Democrat,1965-01-03,1967-01-02
E000064,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
E000067,Representative,89,State,LA,Democrat,1965-10-02,1967-01-02
E000084,Representative,89,State,AL,Republican,1965-01-03,1967-01-02
E000112,Senator,89,State,LA,Democrat,1965-01-03,1967-01-02
E000148,Representative,89,State,KS,Republican,1965-01-03,1967-01-02
E000204,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
E000211,Senator,89,State,NC,Democrat,1965-01-03,1967-01-02
E000240,Representative,89,State,CO,Democrat,1965-01-03,1967-01-02
E000266,Representative,89,State,TN,Democrat,1965-01-03,1967-01-02
E000273,Representative,89,State,TN,Democrat,1965-01-03,1967-01-02
F000012,Representative,89,State,MD,Democrat,1965-01-03,1967-01-02
F000013,Senator,89,State,AZ,Republican,1965-01-03,1967-01-02
F000015,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
F000023,Representative,89,State,KY,Democrat,1965-01-03,1967-01-02
F000025,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
F000041,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
F000060,Representative,89,State,OH,Democrat,1965-01-03,1967-01-02
F000123,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
F000137,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
F000152,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
F000209,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
F000229,Representative,89,State,GA,Democrat,1965-01-03,1967-01-02
F000233,Representative,89,State,RI,Democrat,1965-01-03,1967-01-02
F000239,Representative,89,State,WA,Democrat,1965-01-03,1967-01-02
F000245,Senator,89,State,HI,Republican,1965-01-03,1967-01-02
F000260,Representative,89,State,MI,Republican,1965-01-03,1967-01-02
F000270,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
F000319,Representative,89,State,NC,Democrat,1965-01-03,1967-01-02
F000350,Representative,89,State,MN,Democrat,1965-01-03,1967-01-02
F000371,Representative,89,State,NJ,Republican,1965-01-03,1967-01-02
F000384,Representative,89,State,MD,Democrat,1965-01-03,1967-01-02
F000401,Senator,89,State,AR,Democrat,1965-01-03,1967-01-02
F000422,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
F000424,Representative,89,State,TN,Democrat,1965-01-03,1967-01-02
F000430,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
G000016,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
G000071,Representative,89,State,MD,Democrat,1965-01-03,1967-01-02
G000098,Representative,89,State,AR,Democrat,1965-01-03,1967-01-02
G000144,Representative,89,State,SC,Democrat,1965-01-03,1967-01-02
G000151,Representative,89,State,CT,Democrat,1965-01-03,1967-01-02
G000153,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
G000175,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
G000208,Representative,89,State,OH,Democrat,1965-01-03,1967-01-02
G000272,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
G000282,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
G000320,Senator,89,State,TN,Democrat,1965-01-03,1967-01-02
G000348,Representative,89,State,CT,Democrat,1965-01-03,1967-01-02
G000400,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
G000407,Representative,89,State,OR,Democrat,1965-01-03,1967-01-02
G000420,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
G000450,Representative,89,State,IA,Democrat,1965-01-03,1967-01-02
G000454,Representative,89,State,TN,Democrat,1965-01-03,1967-01-02
G000465,Senator,89,State,MI,Republican,1966-05-11,1967-01-02
G000465,Representative,89,State,MI,Republican,1965-01-04,1966-05-10
G000471,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
G000495,Representative,89,State,IA,Republican,1965-01-03,1967-01-02
G000504,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
G000508,Senator,89,State,AK,Democrat,1965-01-03,1967-01-02
G000512,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
G000531,Representative,89,State,FL,Republican,1965-01-03,1967-01-02
H000010,Representative,89,State,GA,Democrat,1965-01-03,1967-01-02
H000013,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
H000041,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
H000049,Representative,89,State,MO,Republican,1965-01-03,1967-01-02
H000081,Representative,89,State,IN,Republican,1965-01-03,1967-01-02
H000085,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
H000114,Representative,89,State,IN,Democrat,1965-01-03,1967-01-02
H000158,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
H000164,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
H000171,Representative,89,State,ID,Republican,1965-01-03,1967-01-02
H000173,Representative,89,State,IA,Democrat,1965-01-03,1967-01-02
H000174,Representative,89,State,WA,Democrat,1965-01-03,1967-01-02
H000197,Representative,89,State,VA,Democrat,1965-01-03,1967-01-02
H000237,Senator,89,State,OK,Democrat,1965-01-03,1967-01-02
H000249,Representative,89,State,AR,Democrat,1965-01-03,1967-01-02
H000281,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
H000291,Senator,89,State,MI,Democrat,1965-01-03,1967-01-02
H000297,Senator,89,State,IN,Democrat,1965-01-03,1967-01-02
H000306,Representative,89,State,MI,Republican,1965-01-03,1967-01-02
H000310,Representative,89,State,IN,Republican,1965-01-03,1966-12-30
H000346,Representative,89,State,ME,Democrat,1965-01-03,1967-01-02
H000367,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
H000385,Senator,89,State,AZ,Democrat,1965-01-03,1967-01-02
H000408,Representative,89,State,OH,Democrat,1965-01-03,1967-01-02
H000437,Representative,89,State,LA,Democrat,1965-01-03,1967-01-02
H000438,Representative,89,State,WV,Democrat,1965-01-03,1967-01-02
H000465,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
H000479,Representative,89,State,NC,Democrat,1965-01-03,1967-01-02
H000530,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
H000559,Senator,89,State,IA,Republican,1965-01-03,1967-01-02
H000563,Representative,89,State,WA,Democrat,1965-01-03,1967-01-02
H000598,Senator,89,State,AL,Democrat,1965-01-03,1967-01-02
H000713,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
H000717,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
H000720,Senator,89,State,FL,Democrat,1965-01-03,1967-01-02
H000725,Senator,89,State,SC,Democrat,1966-11-09,1967-01-02
H000797,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
H000802,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
H000840,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
H000875,Senator,89,State,NE,Republican,1965-01-03,1967-01-02
H000947,Representative,89,State,MO,Democrat,1965-01-03,1967-01-02
H000965,Representative,89,State,MO,Democrat,1965-01-03,1967-01-02
H001001,Representative,89,State,NH,Democrat,1965-01-03,1967-01-02
H001011,Representative,89,State,MI,Republican,1965-01-03,1967-01-02
I000001,Representative,89,State,MO,Democrat,1965-01-03,1967-01-02
I000025,Senator,89,State,HI,Democrat,1965-01-03,1967-01-02
I000039,Representative,89,State,CT,Democrat,1965-01-03,1967-01-02
J000013,Senator,89,State,WA,Democrat,1965-01-03,1967-01-02
J000033,Representative,89,State,IN,Democrat,1965-01-03,1967-01-02
J000057,Representative,89,State,OK,Democrat,1965-01-03,1967-01-02
J000064,Senator,89,State,NY,Republican,1965-01-03,1967-01-02
J000098,Representative,89,State,VA,Democrat,1965-01-03,1967-01-02
J000108,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
J000115,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
J000135,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
J000151,Representative,89,State,OK,Democrat,1965-01-03,1967-01-02
J000195,Senator,89,State,SC,Democrat,1965-01-03,1965-04-18
J000206,Representative,89,State,NC,Republican,1965-01-03,1967-01-02
J000246,Representative,89,State,MO,Democrat,1965-01-03,1967-01-02
J000248,Representative,89,State,AL,Democrat,1965-01-03,1967-01-02
J000256,Representative,89,State,NC,Democrat,1965-01-03,1967-01-02
J000267,Senator,89,State,NC,Democrat,1965-01-03,1967-01-02
J000269,Senator,89,State,ID,Republican,1965-01-03,1967-01-02
K000013,Representative,89,State,MO,Democrat,1965-01-03,1967-01-02
K000014,Representative,89,State,MN,Democrat,1965-01-03,1967-01-02
K000020,Representative,89,State,WI,Democrat,1965-01-03,1967-01-02
K000038,Representative,89,State,WV,Democrat,1965-01-03,1967-01-02
K000053,Representative,89,State,MA,Republican,1965-01-03,1967-01-02
K000070,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
K000105,Senator,89,State,MA,Democrat,1965-01-03,1967-01-02
K000114,Senator,89,State,NY,Democrat,1965-01-03,1967-01-02
K000130,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
K000195,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
K000196,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
K000199,Representative,89,State,UT,Democrat,1965-01-03,1967-01-02
K000244,Representative,89,State,OH,Democrat,1965-01-03,1967-01-02
K000273,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
K000318,Representative,89,State,NC,Democrat,1965-01-03,1967-01-02
K000326,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
K000335,Senator,89,State,CA,Republican,1965-01-03,1967-01-02
K000341,Representative,89,State,PA,Republican,1965-01-03,1966-12-30
K000343,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
L000024,Representative,89,State,WI,Republican,1965-01-03,1967-01-02
L000054,Representative,89,State,GA,Democrat,1965-01-03,1967-01-02
L000069,Representative,89,State,MN,Republican,1965-01-03,1967-01-02
L000116,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
L000122,Senator,89,State,OH,Democrat,1965-01-03,1967-01-02
L000221,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
L000240,Representative,89,State,NC,Democrat,1965-01-03,1967-01-02
L000326,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
L000344,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
L000413,Representative,89,State,MD,Democrat,1965-01-03,1967-01-02
L000415,Senator,89,State,MO,Democrat,1965-01-03,1967-01-02
L000428,Senator,89,State,LA,Democrat,1965-01-03,1967-01-02
L000429,Representative,89,State,LA,Democrat,1965-01-03,1967-01-02
L000458,Representative,89,State,OH,Democrat,1965-01-03,1967-01-02
M000005,Representative,89,State,MA,Democrat,1965-01-03,1967-01-02
M000010,Representative,89,State,MN,Republican,1965-01-03,1967-01-02
M000011,Representative,89,State,MD,Democrat,1965-01-03,1967-01-02
M000022,Representative,89,State,GA,Democrat,1965-01-03,1967-01-02
M000026,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
M000039,Representative,89,State,IN,Democrat,1965-01-03,1967-01-02
M000053,Senator,89,State,WA,Democrat,1965-01-03,1967-01-02
M000065,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
M000070,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
M000113,Senator,89,State,MT,Democrat,1965-01-03,1967-01-02
M000148,Representative,89,State,VA,Democrat,1965-01-03,1967-01-02
M000175,Representative,89,State,NE,Republican,1965-01-03,1967-01-02
M000182,Representative,89,State,AL,Republican,1965-01-03,1967-01-02
M000191,Representative,89,State,MA,Republican,1965-01-03,1967-01-02
M000241,Representative,89,State,MD,Republican,1965-01-03,1967-01-02
M000250,Representative,89,State,HI,Democrat,1965-01-03,1967-01-02
M000253,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
M000273,Representative,89,State,WA,Republican,1965-01-03,1967-01-02
M000311,Senator,89,State,MN,Democrat,1965-01-03,1967-01-02
M000318,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
M000332,Senator,89,State,AR,Democrat,1965-01-03,1967-01-02
M000340,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
M000364,Representative,89,State,MA,Democrat,1965-01-03,1967-01-02
M000393,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
M000399,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
M000418,Representative,89,State,DE,Democrat,1965-01-03,1967-01-02
M000433,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
M000436,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
M000445,Senator,89,State,WY,Democrat,1965-01-03,1967-01-02
M000452,Senator,89,State,SD,Democrat,1965-01-03,1967-01-02
M000459,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
M000486,Senator,89,State,NH,Democrat,1965-01-03,1967-01-02
M000568,Representative,89,State,SC,Democrat,1965-01-03,1967-01-02
M000582,Senator,89,State,MI,Democrat,1965-01-03,1966-04-30
M000610,Representative,89,State,CO,Democrat,1965-01-03,1967-01-02
M000626,Representative,89,State,WA,Democrat,1965-01-03,1967-01-02
M000671,Senator,89,State,MT,Democrat,1965-01-03,1967-01-02
M000692,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
M000727,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
M000730,Senator,89,State,IA,Republican,1965-01-03,1967-01-02
M000778,Representative,89,State,AR,Democrat,1965-01-03,1967-01-02
M000796,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
M000797,Representative,89,State,HI,Democrat,1965-01-03,1967-01-02
M000799,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
M000832,Representative,89,State,KS,Republican,1965-01-03,1967-01-02
M000836,Representative,89,State,OH,Democrat,1965-01-03,1967-01-02
M000847,Representative,89,State,CT,Democrat,1965-01-03,1967-01-02
M000851,Senator,89,State,MN,Democrat,1965-01-03,1967-01-02
M000859,Senator,89,State,OK,Democrat,1965-01-03,1967-01-02
M000876,Senator,89,State,NM,Democrat,1965-01-03,1967-01-02
M000892,Representative,89,State,WV,Republican,1965-01-03,1967-01-02
M000930,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
M000958,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
M000990,Representative,89,State,NM,Democrat,1965-01-03,1967-01-02
M000995,Representative,89,State,LA,Democrat,1965-01-03,1967-01-02
M001009,Representative,89,State,MA,Republican,1965-01-03,1967-01-02
M001014,Senator,89,State,OR,Democrat,1965-01-03,1967-01-02
M001021,Representative,89,State,MD,Republican,1965-01-03,1967-01-02
M001022,Senator,89,State,KY,Republican,1965-01-03,1967-01-02
M001031,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
M001033,Senator,89,State,UT,Democrat,1965-01-03,1967-01-02
M001035,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
M001074,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
M001078,Senator,89,State,SD,Republican,1965-01-03,1967-01-02
M001092,Senator,89,State,CA,Republican,1965-01-03,1967-01-02
M001098,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
M001104,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
M001114,Representative,89,State,TN,Democrat,1965-01-03,1966-12-30
M001121,Senator,89,State,ME,Democrat,1965-01-03,1967-01-02
N000009,Representative,89,State,KY,Democrat,1965-01-03,1967-01-02
N000019,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
N000028,Representative,89,State,MN,Republican,1965-01-03,1967-01-02
N000033,Senator,89,State,WI,Democrat,1965-01-03,1967-01-02
N000052,Senator,89,State,OR,Democrat,1965-01-03,1967-01-03
N000113,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
O000015,Representative,89,State,NY,Democrat,1965-01-03,1966-12-30
O000053,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
O000055,Representative,89,State,MI,Democrat,1965-01-03,1967-01-02
O000058,Representative,89,State,WI,Republican,1965-01-03,1967-01-02
O000083,Representative,89,State,MT,Democrat,1965-01-03,1967-01-02
O000084,Representative,89,State,MN,Democrat,1965-01-03,1967-01-02
O000090,Representative,89,State,GA,Democrat,1965-01-03,1967-01-02
O000098,Representative,89,State,MA,Democrat,1965-01-03,1967-01-02
O000134,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
P000098,Representative,89,State,LA,Democrat,1965-01-03,1967-01-02
P000100,Senator,89,State,RI,Democrat,1965-01-03,1967-01-02
P000103,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
P000106,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
P000166,Senator,89,State,KS,Republican,1965-01-03,1967-01-02
P000193,Senator,89,State,RI,Democrat,1965-01-03,1967-01-02
P000196,Representative,89,State,WA,Republican,1965-01-03,1967-01-02
P000218,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
P000230,Representative,89,State,KY,Democrat,1965-01-03,1967-01-02
P000303,Representative,89,State,MA,Democrat,1965-01-03,1967-01-02
P000328,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
P000348,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
P000366,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
P000398,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
P000401,Representative,89,State,VA,Republican,1965-01-03,1967-01-02
P000405,Resident Commissioner,89,Territory,PR,Popular Democrat,1965-01-03,1967-01-02
P000426,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
P000477,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
P000522,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
P000552,Senator,89,State,VT,Republican,1965-01-03,1967-01-02
P000553,Senator,89,State,WI,Democrat,1965-01-03,1967-01-02
P000556,Representative,89,State,AR,Democrat,1965-01-03,1967-01-02
P000559,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
P000569,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
Q000010,Representative,89,State,MN,Republican,1965-01-03,1967-01-02
Q000013,Representative,89,State,TN,Republican,1965-01-03,1967-01-02
R000003,Representative,89,State,WI,Democrat,1965-01-03,1967-01-02
R000041,Representative,89,State,MO,Democrat,1965-01-03,1967-01-02
R000046,Senator,89,State,WV,Democrat,1965-01-03,1967-01-02
R000107,Representative,89,State,ND,Democrat,1965-01-03,1967-01-02
R000134,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
R000143,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
R000150,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
R000152,Representative,89,State,SD,Republican,1965-01-03,1967-01-02
R000159,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
R000164,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
R000165,Representative,89,State,WI,Democrat,1965-01-03,1967-01-02
R000187,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
R000188,Representative,89,State,AZ,Republican,1965-01-03,1967-01-02
R000191,Senator,89,State,CT,Democrat,1965-01-03,1967-01-02
R000280,Representative,89,State,SC,Democrat,1965-01-03,1967-01-02
R000282,Representative,89,State,AK,Democrat,1965-01-03,1967-01-02
R000312,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
R000317,Senator,89,State,VA,Democrat,1965-01-03,1966-12-30
R000357,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
R000374,Representative,89,State,NJ,Democrat,1965-01-03,1967-01-02
R000389,Representative,89,State,CO,Democrat,1965-01-03,1967-01-02
R000401,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
R000404,Representative,89,State,TX,Democrat,1965-01-03,1967-01-02
R000420,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
R000421,Representative,89,State,WY,Democrat,1965-01-03,1967-01-02
R000423,Representative,89,State,PA,Democrat,1965-01-03,1967-01-02
R000424,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
R000426,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
R000442,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
R000458,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
R000464,Representative,89,State,IN,Republican,1965-01-03,1967-01-02
R000467,Representative,89,State,IN,Democrat,1965-01-03,1967-01-02
R000485,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
R000508,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
R000525,Senator,89,State,SC,Democrat,1965-04-22,1966-11-08
R000536,Senator,89,State,GA,Democrat,1965-01-03,1967-01-02
R000562,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
S000021,Senator,89,State,MA,Republican,1965-01-03,1967-01-03
S000070,Representative,89,State,VA,Democrat,1965-01-03,1967-01-02
S000102,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
S000124,Representative,89,State,NY,Democrat,1965-01-03,1967-01-02
S000128,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
S000131,Representative,89,State,IA,Democrat,1965-01-03,1967-01-02
S000135,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
S000159,Representative,89,State,PA,Republican,1965-01-03,1967-01-02
S000174,Senator,89,State,PA,Republican,1965-01-03,1967-01-02
S000184,Representative,89,State,NC,Democrat,1965-01-03,1967-01-02
S000219,Representative,89,State,OH,Democrat,1965-01-03,1966-12-30
S000232,Representative,89,State,AL,Democrat,1965-01-03,1967-01-02
S000243,Representative,89,State,AZ,Democrat,1965-01-03,1967-01-02
S000367,Representative,89,State,IL,Democrat,1965-01-03,1967-01-02
S000388,Representative,89,State,KS,Republican,1965-01-03,1967-01-02
S000401,Representative,89,State,MD,Democrat,1965-01-03,1967-01-02
S000406,Representative,89,State,FL,Democrat,1965-01-03,1967-01-02
S000434,Senator,89,State,WY,Republican,1965-01-03,1967-01-03
S000454,Representative,89,State,CA,Democrat,1965-01-03,1967-01-02
S000472,Representative,89,State,KS,Republican,1965-01-03,1967-01-02
S000473,Representative,89,State,WV,Democrat,1965-01-03,1967-01-02
S000505,Senator,89,State,FL,Democrat,1965-01-03,1967-01-02
S000545,Representative,89,State,CA,Republican,1965-01-03,1967-01-02
S000548,Representative,89,State,NY,Republican,1965-01-03,1967-01-02
S000554,Representative,89,State,VA,Democrat,1965-01-03,1967-01-02
S000590,Senator,89,State,ME,Republican,1965-01-03,1967-01-02
S000596,Representative,89,State,IA,Democrat,1965-01-03,1967-01-02
S000701,Senator,89,State,AL,Democrat,1965-01-03,1967-01-02
S000739,Senator,89,State,VA,Democrat,1966-12-31,1967-01-02
S000756,Representative,89,State,IL,Republican,1965-01-03,1967-01-02
S000762,Representative,89,State,RI,Democrat,1965-01-03,1967-01-02
S000769,Representative,89,State,CT,Democrat,1965-01-03,1967-01-02
S000776,Representative,89,State,VT,Republican,1965-01-03,1967-01-02
S000778,Representative,89,State,WV,Democrat,1965-01-03,1967-01-02
S000782,Representative,89,State,WI,Democrat,1965-01-03,1967-01-02
S000804,Representative,89,State,OH,Republican,1965-01-03,1967-01-02
S000829,Representative,89,State,OK,Democrat,1965-01-03,1967-01-02
